record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost
REC-001579,BIZ-0066,7,2025,1269688.39,51396.96,12708.04,8.77,323.57,35.1,13365.14,56.48,33517.84,28.3,71.61,1333793.39
REC-001580,BIZ-0066,8,2025,515535.18,48759.71,12055.97,5.12,338.18,20.49,5426.69,53.58,25159.27,27.19,28.53,576350.86
REC-001581,BIZ-0066,9,2025,1339226.6,38629.13,9551.16,7.7,316.28,30.82,14097.12,42.45,33514.77,26.0,66.46,1387406.89
REC-001582,BIZ-0066,10,2025,1353116.88,50254.52,12425.57,10.44,316.9,41.77,14243.34,55.22,35138.22,26.0,61.44,1415796.97
REC-001583,BIZ-0066,11,2025,1385265.2,131666.98,32555.02,13.46,293.27,53.83,14581.74,144.69,37066.41,24.52,69.88,1549487.2
REC-001584,BIZ-0066,12,2025,584630.14,47331.12,11702.75,9.0,322.66,36.01,6154.0,52.01,27874.94,25.84,31.53,643664.01
REC-001585,BIZ-0067,1,2024,800750.58,202201.61,49994.9,27.73,272.61,42.66,8428.95,222.2,39994.48,27.17,70.6,1052947.09
REC-001586,BIZ-0067,2,2024,744264.78,250473.77,61930.33,26.95,253.47,41.46,7834.37,275.25,39090.47,28.66,60.76,1056668.88
REC-001587,BIZ-0067,3,2024,709688.11,121933.89,30148.49,15.3,291.73,23.54,7470.4,133.99,32393.26,28.14,65.16,861770.49
REC-001588,BIZ-0067,4,2024,555516.21,175172.64,43311.92,32.93,254.43,50.67,5847.54,192.5,40791.01,31.25,67.41,774000.77
REC-001589,BIZ-0067,5,2024,712511.82,330886.22,81812.53,42.02,250.62,64.65,7500.12,363.61,47113.39,31.02,91.79,1125210.57
REC-001590,BIZ-0067,6,2024,672010.64,103348.67,25553.24,16.84,279.2,25.9,7073.8,113.57,32919.68,30.22,84.6,800912.55
REC-001591,BIZ-0067,7,2024,516149.53,280212.81,69283.39,33.85,263.2,52.07,5433.15,307.93,40963.09,29.55,90.08,865645.73
REC-001592,BIZ-0067,8,2024,410079.94,313624.3,77544.47,41.02,252.16,63.11,4316.63,344.64,44015.38,27.37,41.36,801248.71
REC-001593,BIZ-0067,9,2024,461106.25,220991.81,54640.83,35.41,250.62,54.48,4853.75,242.85,41361.13,27.94,63.12,736738.89
REC-001594,BIZ-0067,10,2024,836652.03,194069.78,47984.29,27.59,272.82,42.45,8806.86,213.26,40221.74,26.72,85.52,1078706.1
REC-001595,BIZ-0067,11,2024,490022.45,193493.85,47841.89,29.86,259.16,45.94,5158.13,212.63,38551.14,24.71,69.46,731358.19
REC-001596,BIZ-0067,12,2024,372587.66,413949.51,102350.15,41.84,250.89,64.38,3921.98,454.89,44152.16,24.81,37.23,888887.32
REC-001597,BIZ-0067,1,2025,819833.67,399044.31,98664.8,40.49,252.98,62.29,8629.83,438.51,47173.37,27.38,74.15,1317542.78
REC-001598,BIZ-0067,2,2025,575033.72,198052.95,48969.14,24.96,246.35,38.41,6052.99,217.64,36572.71,27.97,71.63,822055.81
REC-001599,BIZ-0067,3,2025,673467.64,195831.53,48419.88,31.27,267.16,48.11,7089.13,215.2,40870.07,29.68,74.11,917719.05
REC-001600,BIZ-0067,4,2025,645245.52,385181.09,95237.08,38.66,245.62,59.48,6792.06,423.28,44698.96,29.17,73.22,1125663.69
REC-001601,BIZ-0067,5,2025,524170.24,302386.39,74765.87,36.12,259.69,55.58,5517.58,332.29,42282.69,29.4,91.28,901322.5
REC-001602,BIZ-0067,6,2025,506051.06,183855.03,45458.66,23.99,268.19,36.91,5326.85,202.04,35457.51,30.31,64.95,735364.75
REC-001603,BIZ-0067,7,2025,797202.37,210263.04,51988.11,32.57,265.16,50.11,8391.6,231.06,42628.24,30.1,67.14,1059453.52
REC-001604,BIZ-0067,8,2025,446591.26,89609.78,22156.27,16.19,290.36,24.91,4700.96,98.47,30666.22,27.92,34.71,558357.31
REC-001605,BIZ-0067,9,2025,652074.26,173065.42,42790.9,25.67,265.61,39.49,6863.94,190.18,37608.88,25.81,90.71,867930.58
REC-001606,BIZ-0067,10,2025,692517.92,165238.69,40855.72,19.22,285.7,29.57,7289.66,181.58,34402.5,24.79,70.96,898612.33
REC-001607,BIZ-0067,11,2025,677709.61,217759.79,53841.71,40.74,242.42,62.68,7133.79,239.3,46116.56,24.57,74.55,949311.11
REC-001608,BIZ-0067,12,2025,483983.66,174331.7,43103.99,35.65,260.43,54.84,5094.56,191.57,41680.68,25.15,35.18,701419.35
REC-001609,BIZ-0068,1,2024,3875647.42,42220.77,10439.2,7.4,327.52,29.6,40796.29,46.4,54707.57,27.49,85.27,3928307.39
REC-001610,BIZ-0068,2,2024,2900930.56,43187.31,10678.18,7.84,302.74,31.34,30536.11,47.46,46738.58,26.86,84.28,2954796.05
REC-001611,BIZ-0068,3,2024,2211223.08,104028.72,25721.39,14.83,297.8,59.32,23276.03,114.32,44777.31,28.39,68.76,2340973.19
REC-001612,BIZ-0068,4,2024,3582189.16,34247.34,8467.75,7.07,317.32,28.28,37707.25,37.63,52054.79,29.97,66.85,3624904.25
REC-001613,BIZ-0068,5,2024,3821941.55,46991.79,11618.85,8.34,323.76,33.36,40230.96,51.64,54771.87,31.45,73.71,3880552.19
REC-001614,BIZ-0068,6,2024,3093604.22,135725.95,33558.61,13.82,290.33,55.27,32564.25,149.15,51651.52,31.23,75.41,3262888.78
REC-001615,BIZ-0068,7,2024,3230213.48,108546.94,26838.53,14.26,300.08,57.04,34002.25,119.28,53044.21,29.1,89.2,3365598.95
REC-001616,BIZ-0068,8,2024,1883262.23,61448.26,15193.25,11.51,311.09,46.03,19823.81,67.53,40188.45,28.95,29.86,1959903.74
REC-001617,BIZ-0068,9,2024,3461904.05,122168.3,30206.45,14.28,288.46,57.14,36441.1,134.25,55009.02,27.14,86.35,3614278.8
REC-001618,BIZ-0068,10,2024,3835795.29,66660.21,16481.92,10.62,314.64,42.48,40376.79,73.25,56141.75,24.67,88.69,3918937.42
REC-001619,BIZ-0068,11,2024,2602460.09,130545.54,32277.74,13.13,293.1,52.5,27394.32,143.46,47134.6,26.2,81.57,2765283.37
REC-001620,BIZ-0068,12,2024,1844349.03,93942.89,23227.64,12.19,308.37,48.75,19414.2,103.23,40234.66,26.9,39.34,1961519.56
REC-001621,BIZ-0068,1,2025,2489955.37,112667.57,27857.37,12.84,305.78,51.34,26210.06,123.81,46027.31,25.64,83.86,2630480.31
REC-001622,BIZ-0068,2,2025,2407257.85,59068.96,14604.96,7.15,293.96,28.6,25339.56,64.91,42204.44,28.24,66.92,2480931.77
REC-001623,BIZ-0068,3,2025,2747070.1,52279.21,12926.18,8.4,323.53,33.59,28916.53,57.45,45751.5,30.34,71.85,2812275.49
REC-001624,BIZ-0068,4,2025,2919775.6,110601.49,27346.52,16.24,280.64,64.96,30734.48,121.54,51519.19,30.93,63.99,3057723.61
REC-001625,BIZ-0068,5,2025,2975130.37,101871.55,25188.02,15.96,293.29,63.83,31317.16,111.95,51830.79,30.14,86.5,3102189.94
REC-001626,BIZ-0068,6,2025,2805263.75,61007.29,15084.22,11.22,300.73,44.87,29529.09,67.04,47793.44,31.19,74.68,2881355.26
REC-001627,BIZ-0068,7,2025,3192119.0,101380.06,25066.5,12.65,306.51,50.61,33601.25,111.41,51840.25,29.1,69.12,3318565.56
REC-001628,BIZ-0068,8,2025,2126665.54,30755.15,7604.3,6.12,332.65,24.47,22385.95,33.8,39272.72,28.49,40.51,2165024.99
REC-001629,BIZ-0068,9,2025,2058354.52,79250.89,19595.0,15.49,283.64,61.96,21666.89,87.09,43853.34,27.56,62.87,2157200.41
REC-001630,BIZ-0068,10,2025,3072843.89,88508.29,21883.92,12.13,308.61,48.51,32345.73,97.26,50546.52,26.43,79.96,3183236.1
REC-001631,BIZ-0068,11,2025,3613413.74,64914.45,16050.28,7.38,316.07,29.53,38035.93,71.33,52489.7,26.23,81.37,3694378.47
REC-001632,BIZ-0068,12,2025,1987315.69,101449.61,25083.69,15.69,294.35,62.77,20919.11,111.48,43366.83,25.96,28.65,2113848.99
REC-001633,BIZ-0069,1,2024,9847576.42,2348541.84,71312.0,76.11,648.86,95.14,117720.3,1901.65,452442.43,27.46,84.06,12267430.26
REC-001634,BIZ-0069,2,2024,9751611.77,1499633.18,45535.42,68.42,610.47,85.53,116710.14,1214.28,436582.42,27.75,96.43,11296780.37
REC-001635,BIZ-0069,3,2024,10089681.35,2630524.5,79874.23,90.92,630.35,113.65,120268.77,2129.98,484198.79,29.63,79.99,12800080.08
REC-001636,BIZ-0069,4,2024,6919828.21,1283819.43,38982.37,41.47,668.16,51.84,86901.9,1039.53,328449.47,28.98,95.64,8242630.01
REC-001637,BIZ-0069,5,2024,10023225.14,1169226.4,35502.83,57.78,671.78,72.22,119569.23,946.74,423139.54,31.32,85.49,11227954.37
REC-001638,BIZ-0069,6,2024,8971796.05,1730267.69,52538.49,61.92,642.6,77.4,108501.56,1401.03,408452.45,30.34,83.18,10754602.23
REC-001639,BIZ-0069,7,2024,9824181.34,2147050.43,65193.84,64.03,663.96,80.04,117474.04,1738.5,430201.6,28.99,73.34,12036425.61
REC-001640,BIZ-0069,8,2024,8091986.18,1158004.95,35162.09,57.81,671.73,72.27,99240.4,937.66,382547.8,27.74,90.93,9285153.22
REC-001641,BIZ-0069,9,2024,6994826.79,1271344.82,38603.59,46.63,661.71,58.29,87691.36,1029.43,339314.68,26.1,90.46,8304775.2
REC-001642,BIZ-0069,10,2024,10135825.6,1741296.61,52873.38,86.89,635.39,108.61,120754.5,1409.96,477912.66,25.58,91.82,11929995.59
REC-001643,BIZ-0069,11,2024,6234215.5,1243928.51,37771.11,40.65,669.19,50.81,79684.92,1007.23,312532.88,25.07,74.42,7515915.12
REC-001644,BIZ-0069,12,2024,8561395.21,2566922.39,77942.99,94.45,625.93,118.07,104181.55,2078.48,458381.01,25.0,88.07,11206260.59
REC-001645,BIZ-0069,1,2025,10373876.34,2321376.85,70487.15,75.53,649.59,94.41,123260.3,1879.66,462474.48,25.61,91.09,12765740.34
REC-001646,BIZ-0069,2,2025,7331250.44,1618263.8,49137.56,50.85,608.43,63.57,91232.66,1310.34,354003.27,27.25,88.97,8998651.8
REC-001647,BIZ-0069,3,2025,8419126.19,992647.82,30141.13,54.59,675.77,68.23,102683.98,803.76,383624.32,29.79,92.98,9441915.14
REC-001648,BIZ-0069,4,2025,6449235.54,3071340.0,93259.31,95.15,601.06,118.94,81948.29,2486.91,415164.2,29.16,75.74,9613834.85
REC-001649,BIZ-0069,5,2025,7406849.73,1046106.12,31764.36,47.94,684.07,59.93,92028.44,847.05,350353.89,29.57,96.11,8484720.21
REC-001650,BIZ-0069,6,2025,9608309.83,1902956.66,57782.08,91.11,606.11,113.89,115201.7,1540.86,474405.5,29.4,74.01,11569048.57
REC-001651,BIZ-0069,7,2025,8242355.69,1890125.26,57392.47,67.24,659.94,84.06,100823.24,1530.47,402687.42,28.29,92.68,10189873.42
REC-001652,BIZ-0069,8,2025,9739981.67,1893440.29,57493.13,75.48,649.65,94.35,116587.72,1533.15,449037.47,27.3,82.92,11690915.09
REC-001653,BIZ-0069,9,2025,9690263.72,2170028.29,65891.55,76.94,623.82,96.18,116064.38,1757.11,450623.12,25.94,79.77,11926183.56
REC-001654,BIZ-0069,10,2025,7435964.64,2049516.65,62232.29,59.42,669.73,74.27,92334.91,1659.53,371625.62,26.69,75.05,9547713.58
REC-001655,BIZ-0069,11,2025,8023024.84,1052075.07,31945.6,54.25,652.18,67.82,98514.49,851.88,374682.69,25.74,72.13,9107045.51
REC-001656,BIZ-0069,12,2025,8400871.03,1737363.55,52753.95,82.61,640.73,103.27,102491.82,1406.77,433688.51,26.09,85.93,10190988.53
REC-001657,BIZ-0070,1,2024,713901.47,513453.3,32913.67,40.51,629.85,54.01,11135.15,438.85,141204.4,26.43,42.46,1260268.44
REC-001658,BIZ-0070,2,2024,753281.72,555283.16,35595.07,43.46,581.79,57.95,11549.68,474.6,146257.26,28.46,23.16,1344159.95
REC-001659,BIZ-0070,3,2024,897483.07,1229721.52,78828.3,73.19,586.27,97.59,13067.59,1051.04,191213.75,29.75,36.3,2206032.89
REC-001660,BIZ-0070,4,2024,829861.0,937303.95,60083.59,43.4,603.94,57.86,12355.78,801.11,147937.78,31.24,43.06,1827248.54
REC-001661,BIZ-0070,5,2024,763680.45,1345107.61,86224.85,72.42,587.31,96.55,11659.14,1149.66,187032.82,31.02,44.05,2195012.91
REC-001662,BIZ-0070,6,2024,960883.79,928601.6,59525.74,54.88,588.62,73.18,13734.97,793.68,167051.37,29.36,25.15,1949011.13
REC-001663,BIZ-0070,7,2024,790796.0,630978.75,40447.36,38.99,631.87,51.99,11944.57,539.3,140868.96,29.48,26.79,1462222.11
REC-001664,BIZ-0070,8,2024,1050382.57,1249685.77,80108.06,73.69,585.6,98.26,14677.06,1068.11,195459.6,27.28,28.82,2380176.4
REC-001665,BIZ-0070,9,2024,823420.6,1008231.38,64630.22,53.73,590.16,71.64,12287.99,861.74,162252.98,27.68,43.95,1896282.2
REC-001666,BIZ-0070,10,2024,951977.14,693378.22,44447.32,53.17,612.97,70.89,13641.21,592.63,164445.1,26.74,43.76,1689802.68
REC-001667,BIZ-0070,11,2024,742233.24,649878.47,41658.88,45.71,600.85,60.95,11433.38,555.45,149146.4,26.24,30.73,1433770.59
REC-001668,BIZ-0070,12,2024,771311.6,675940.66,43329.53,34.22,638.23,45.63,11739.47,577.73,133734.28,25.53,23.63,1490581.79
REC-001669,BIZ-0070,1,2025,888844.15,712822.88,45693.77,49.43,617.96,65.9,12976.65,609.25,157745.19,27.27,25.34,1647360.8
REC-001670,BIZ-0070,2,2025,740044.32,809998.17,51922.96,44.35,558.54,59.14,11410.34,692.31,147194.63,26.96,27.09,1601965.45
REC-001671,BIZ-0070,3,2025,1088119.68,1224206.65,78474.79,66.48,595.22,88.64,15074.29,1046.33,186232.73,29.77,43.66,2390801.12
REC-001672,BIZ-0070,4,2025,888908.05,1028989.39,65960.86,73.4,563.93,97.87,12977.33,879.48,191314.29,30.52,37.05,1983858.3
REC-001673,BIZ-0070,5,2025,690323.97,617153.51,39561.12,47.13,621.02,62.84,10886.97,527.48,149930.18,29.42,32.35,1347038.6
REC-001674,BIZ-0070,6,2025,949778.89,540990.69,34678.89,45.28,601.43,60.37,13618.07,462.39,153345.56,30.05,35.04,1525448.47
REC-001675,BIZ-0070,7,2025,955152.1,581091.65,37249.46,33.98,638.56,45.3,13674.63,496.66,137651.35,28.09,39.58,1573493.21
REC-001676,BIZ-0070,8,2025,723433.84,1067963.09,68459.17,59.76,604.18,79.68,11235.49,912.79,168377.21,27.11,44.17,1859856.1
REC-001677,BIZ-0070,9,2025,825348.7,1228572.63,78754.66,74.21,562.86,98.94,12308.28,1050.06,190965.5,26.36,20.41,2132675.99
REC-001678,BIZ-0070,10,2025,802258.88,781490.46,50095.54,37.64,633.68,50.18,12065.23,667.94,139237.62,25.36,27.93,1633844.88
REC-001679,BIZ-0070,11,2025,754681.75,1427786.74,91524.79,81.72,552.84,108.96,11564.42,1220.33,199847.46,25.49,21.18,2273993.28
REC-001680,BIZ-0070,12,2025,1092881.36,1025240.34,65720.53,79.46,577.91,105.95,15124.41,876.27,204521.99,26.17,42.76,2183842.23
REC-001681,BIZ-0071,1,2024,1528896.18,209568.5,51816.39,22.65,249.63,64.71,24912.44,230.3,50386.5,26.09,86.41,1790281.07
REC-001682,BIZ-0071,2,2024,1324487.4,165367.32,40887.53,18.4,241.48,52.58,22760.77,181.72,46331.2,28.54,67.24,1530742.25
REC-001683,BIZ-0071,3,2024,1276982.83,86283.99,21333.95,17.84,263.37,50.97,22260.72,94.82,45620.47,30.01,77.2,1384600.77
REC-001684,BIZ-0071,4,2024,1263687.95,70636.9,17465.17,11.79,270.51,33.69,22120.78,77.62,42182.54,31.09,61.38,1351790.02
REC-001685,BIZ-0071,5,2024,1995910.17,172833.21,42733.48,18.0,262.9,51.44,29828.38,189.93,51764.89,30.95,85.33,2211476.86
REC-001686,BIZ-0071,6,2024,1708195.38,72216.07,17855.62,9.33,277.54,26.66,26799.8,79.36,44571.91,30.37,63.84,1798267.07
REC-001687,BIZ-0071,7,2024,2452974.93,129662.31,32059.36,17.52,264.27,50.07,34639.59,142.49,55350.26,30.09,88.66,2614696.6
REC-001688,BIZ-0071,8,2024,795041.01,100124.94,24756.17,11.42,281.72,32.62,17187.65,110.03,38030.31,27.38,33.88,919922.12
REC-001689,BIZ-0071,9,2024,2363426.61,117916.85,29155.27,18.2,252.19,52.01,33696.97,129.58,54969.92,26.71,62.94,2510498.73
REC-001690,BIZ-0071,10,2024,2219722.39,170894.3,42254.08,20.48,255.83,58.51,32184.3,187.8,55011.36,26.64,67.76,2432870.77
REC-001691,BIZ-0071,11,2024,1577760.27,124785.68,30853.6,17.56,254.03,50.17,25426.8,137.13,47999.64,24.48,75.83,1733399.55
REC-001692,BIZ-0071,12,2024,655331.08,172603.22,42676.62,19.82,257.71,56.63,15717.02,189.67,41474.85,25.56,34.02,870610.92
REC-001693,BIZ-0071,1,2025,2723504.39,147594.74,36493.2,18.16,262.46,51.88,37487.27,162.19,57977.3,26.78,70.03,2907592.33
REC-001694,BIZ-0071,2,2025,1371086.02,142674.99,35276.78,21.44,222.67,61.25,23251.28,156.79,48391.92,28.83,63.38,1549037.79
REC-001695,BIZ-0071,3,2025,1613247.01,65515.34,16198.85,13.3,276.33,38.01,25800.35,71.99,45957.05,29.14,79.86,1694961.2
REC-001696,BIZ-0071,4,2025,2924034.43,82183.99,20320.22,16.09,258.22,45.98,39598.11,90.31,58528.85,29.98,81.96,3026538.64
REC-001697,BIZ-0071,5,2025,1366819.31,51309.69,12686.46,7.26,293.59,20.75,23206.37,56.38,40558.79,30.41,63.43,1430815.46
REC-001698,BIZ-0071,6,2025,2136189.22,65175.86,16114.91,12.54,268.36,35.84,31305.0,71.62,49942.83,29.61,75.24,2217479.99
REC-001699,BIZ-0071,7,2025,1570675.56,91468.38,22615.81,13.25,276.48,37.86,25352.23,100.51,45570.17,29.37,71.34,1684759.75
REC-001700,BIZ-0071,8,2025,679384.22,51607.38,12760.07,7.77,292.13,22.21,15970.21,56.71,35051.8,27.6,33.36,743751.67
REC-001701,BIZ-0071,9,2025,1471027.75,59246.19,14648.78,9.78,276.25,27.95,24303.3,65.11,42822.83,27.78,66.21,1544922.72
REC-001702,BIZ-0071,10,2025,1412337.13,46006.21,11375.16,7.79,292.1,22.24,23685.51,50.56,41230.42,26.09,76.6,1469718.5
REC-001703,BIZ-0071,11,2025,2575981.38,94009.22,23244.04,16.06,258.31,45.89,35934.39,103.31,55580.45,24.57,63.69,2693234.64
REC-001704,BIZ-0071,12,2025,1143292.61,121777.15,30109.74,18.02,262.86,51.48,20853.46,133.82,44592.29,25.91,30.97,1295179.5
REC-001705,BIZ-0072,1,2024,14870818.54,1675819.78,50885.22,48.63,397.97,88.42,156534.93,1356.94,598322.95,26.49,62.7,16597523.54
REC-001706,BIZ-0072,2,2024,13504686.02,1442955.96,43814.45,49.18,365.6,89.41,142154.59,1168.39,563572.25,27.21,62.13,14991456.43
REC-001707,BIZ-0072,3,2024,15422730.11,1860373.65,56489.08,45.95,402.84,83.55,162344.53,1506.38,606954.74,28.06,61.48,17339592.84
REC-001708,BIZ-0072,4,2024,11091247.14,1270820.31,38587.66,48.24,383.0,87.7,116749.97,1029.0,497993.1,31.01,79.08,12400655.11
REC-001709,BIZ-0072,5,2024,16679428.37,1562649.51,47448.87,47.64,399.77,86.62,175572.93,1265.3,643745.18,30.1,70.93,18289526.75
REC-001710,BIZ-0072,6,2024,16743987.34,1171730.76,35578.87,28.57,418.75,51.95,176252.5,948.77,603491.66,29.02,89.1,17951296.97
REC-001711,BIZ-0072,7,2024,12549567.16,965264.11,29309.64,22.04,446.32,40.07,132100.71,781.59,478737.02,28.07,67.33,13544140.91
REC-001712,BIZ-0072,8,2024,8913304.6,1416990.85,43026.04,48.18,398.79,87.6,93824.26,1147.36,440560.57,27.93,56.58,10373321.49
REC-001713,BIZ-0072,9,2024,14821149.21,1280620.57,38885.24,51.85,376.43,94.27,156012.1,1036.94,604094.47,26.1,72.61,16140655.02
REC-001714,BIZ-0072,10,2024,12638468.38,1267856.32,38497.66,35.51,421.84,64.55,133036.51,1026.6,510702.43,26.56,66.75,13944822.36
REC-001715,BIZ-0072,11,2024,12296646.07,1598166.93,48527.34,53.87,372.76,97.94,129438.38,1294.06,542106.33,25.89,63.87,13943340.34
REC-001716,BIZ-0072,12,2024,14170107.65,2382052.82,72329.54,55.31,385.83,100.56,149159.03,1928.79,594573.89,25.44,73.12,16624490.01
REC-001717,BIZ-0072,1,2025,12755206.6,1206990.64,36649.51,46.63,401.6,84.79,134265.33,977.32,538254.42,26.71,64.45,13998846.75
REC-001718,BIZ-0072,2,2025,16090476.43,822057.73,24961.27,35.75,374.32,65.0,169373.44,665.63,602087.96,27.78,62.71,16937495.43
REC-001719,BIZ-0072,3,2025,12896650.88,731655.3,22216.25,29.94,431.95,54.44,135754.22,592.43,505259.8,29.44,79.35,13650522.43
REC-001720,BIZ-0072,4,2025,10281738.19,1227449.8,37270.74,32.55,411.53,59.17,108228.82,993.89,442173.41,31.17,68.22,11546458.73
REC-001721,BIZ-0072,5,2025,17797054.39,1479693.79,44929.97,55.73,385.06,101.33,187337.41,1198.13,690948.6,30.61,86.93,19321678.15
REC-001722,BIZ-0072,6,2025,11931528.54,2036528.63,61837.91,44.68,389.46,81.24,125595.04,1649.01,512288.42,31.15,67.21,14029895.08
REC-001723,BIZ-0072,7,2025,13187202.51,2099753.31,63757.69,49.02,397.26,89.13,138812.66,1700.21,554877.12,28.71,61.67,15350713.51
REC-001724,BIZ-0072,8,2025,13845459.54,1617421.24,49111.98,52.51,390.91,95.48,145741.68,1309.65,579881.11,27.1,82.84,15511992.76
REC-001725,BIZ-0072,9,2025,15249106.74,1080267.35,32801.64,27.66,420.4,50.3,160516.91,874.71,562154.29,25.81,55.29,16362175.73
REC-001726,BIZ-0072,10,2025,13063304.31,968046.64,29394.13,28.26,435.01,51.38,137508.47,783.84,505943.96,25.89,65.14,14060745.08
REC-001727,BIZ-0072,11,2025,12316502.3,1294215.96,39298.06,30.37,415.49,55.21,129647.39,1047.95,490925.93,24.46,65.32,13650016.32
REC-001728,BIZ-0072,12,2025,9263225.8,1523203.06,46251.1,35.56,421.73,64.66,97507.64,1233.36,422005.14,24.93,72.09,10832679.96
REC-001729,BIZ-0073,1,2024,415470.22,153157.16,47578.41,24.13,301.43,60.34,8398.17,181.25,49491.57,25.67,59.54,616205.79
REC-001730,BIZ-0073,2,2024,481736.47,110252.19,34249.94,22.84,281.34,57.09,9095.71,130.48,49629.85,29.1,73.5,626238.6
REC-001731,BIZ-0073,3,2024,466316.09,66433.99,20637.78,15.23,323.68,38.09,8933.39,78.62,44064.19,29.81,69.26,553387.86
REC-001732,BIZ-0073,4,2024,392626.96,100209.57,31130.19,16.95,307.72,42.38,8157.72,118.59,44103.21,31.2,63.21,523966.72
REC-001733,BIZ-0073,5,2024,520956.49,102845.55,31949.06,20.75,309.9,51.87,9508.55,121.71,48785.52,31.47,84.47,655751.1
REC-001734,BIZ-0073,6,2024,471486.64,93393.21,29012.68,12.51,318.84,31.26,8987.82,110.52,42235.35,30.01,83.91,593892.53
REC-001735,BIZ-0073,7,2024,249007.29,84903.97,26375.49,15.49,323.05,38.72,6645.93,100.48,40811.84,28.65,68.74,360286.75
REC-001736,BIZ-0073,8,2024,249562.99,186598.06,57966.85,24.08,301.56,60.21,6651.78,220.83,46835.98,29.03,70.22,494127.9
REC-001737,BIZ-0073,9,2024,394567.09,135765.42,42175.65,19.07,302.43,47.67,8178.14,160.67,45615.28,25.78,72.38,572508.16
REC-001738,BIZ-0073,10,2024,316659.28,168585.47,52371.22,27.31,293.5,68.27,7358.06,199.51,50151.31,25.49,66.69,537615.97
REC-001739,BIZ-0073,11,2024,375550.1,55860.21,17353.02,11.59,321.12,28.98,7977.96,66.11,40081.14,26.49,55.87,448763.33
REC-001740,BIZ-0073,12,2024,381126.14,114475.51,35561.92,16.72,319.98,41.79,8036.65,135.47,43756.18,26.81,80.96,531163.57
REC-001741,BIZ-0073,1,2025,230664.3,119935.15,37257.96,25.21,298.74,63.03,6452.85,141.94,47327.62,27.71,83.97,387857.41
REC-001742,BIZ-0073,2,2025,412568.92,150160.46,46647.48,19.32,278.45,48.31,8367.63,177.7,46078.35,28.41,70.27,609376.86
REC-001743,BIZ-0073,3,2025,458797.17,80340.48,24957.84,11.93,331.95,29.82,8854.24,95.08,41630.18,28.25,63.92,564095.49
REC-001744,BIZ-0073,4,2025,419449.15,121094.6,37618.15,25.56,286.21,63.89,8440.05,143.31,50550.44,30.94,73.66,578161.9
REC-001745,BIZ-0073,5,2025,421056.72,144961.82,45032.52,22.63,305.2,56.57,8456.98,171.55,48525.28,30.7,71.86,611051.06
REC-001746,BIZ-0073,6,2025,275807.33,180886.11,56192.43,26.11,284.82,65.28,6928.04,214.07,48669.71,30.31,86.92,512885.87
REC-001747,BIZ-0073,7,2025,413101.23,204889.12,63648.99,26.86,294.63,67.14,8373.23,242.47,51360.14,28.42,75.73,681639.34
REC-001748,BIZ-0073,8,2025,196015.44,101302.74,31469.79,12.75,329.88,31.89,6088.12,119.88,38060.26,28.3,61.62,328787.97
REC-001749,BIZ-0073,9,2025,207301.71,66443.8,20640.83,10.44,323.99,26.11,6206.92,78.63,36621.06,26.8,63.16,294386.34
REC-001750,BIZ-0073,10,2025,307419.91,93583.13,29071.68,18.71,315.0,46.77,7260.8,110.75,43986.06,25.57,85.56,430074.72
REC-001751,BIZ-0073,11,2025,290415.56,127867.27,39722.08,21.03,297.53,52.57,7081.81,151.32,45343.49,24.86,82.98,458004.91
REC-001752,BIZ-0073,12,2025,211567.39,50116.69,15568.79,10.39,335.8,25.97,6251.83,59.31,36650.63,26.21,59.07,277252.87
REC-001753,BIZ-0074,1,2024,3110628.83,251483.44,36271.65,25.72,661.53,73.48,32743.46,241.81,93724.11,27.34,69.94,3398383.92
REC-001754,BIZ-0074,2,2024,2613769.86,259284.68,37396.83,23.58,620.21,67.38,27513.37,249.31,85420.56,27.95,71.55,2910451.37
REC-001755,BIZ-0074,3,2024,3563525.1,301669.04,43509.96,21.18,674.49,60.52,37510.79,290.07,95135.18,28.71,74.73,3908704.1
REC-001756,BIZ-0074,4,2024,2699890.28,247746.05,35732.6,19.75,654.88,56.42,28419.9,238.22,82863.07,29.32,71.35,2983368.93
REC-001757,BIZ-0074,5,2024,3512345.78,310658.39,44806.5,20.81,675.56,59.45,36972.06,298.71,94132.39,29.38,83.46,3867810.67
REC-001758,BIZ-0074,6,2024,3649031.54,176728.5,25489.69,21.07,651.09,60.21,38410.86,169.93,96112.61,29.82,66.6,3851249.73
REC-001759,BIZ-0074,7,2024,3664589.62,242828.2,35023.3,16.31,688.42,46.59,38574.63,233.49,91781.69,28.43,78.52,3942441.12
REC-001760,BIZ-0074,8,2024,2770218.34,198582.11,28641.65,15.16,691.68,43.33,29160.19,190.94,79398.51,28.06,78.93,2997442.1
REC-001761,BIZ-0074,9,2024,3618747.34,209756.45,30253.33,14.95,668.6,42.7,38092.08,201.69,89908.96,26.9,77.16,3858757.12
REC-001762,BIZ-0074,10,2024,2738036.61,336386.25,48517.25,28.41,653.85,81.16,28821.44,323.45,91572.39,26.22,92.47,3122940.11
REC-001763,BIZ-0074,11,2024,2799985.88,310943.55,44847.63,25.89,637.33,73.97,29473.54,298.98,89962.44,26.61,81.99,3155777.06
