dataset_source,source_grain,source_row_id,customer_id,building_type,customer_type,region,floor_area_sqft,floor_area_m2,occupants,appliance_count,outdoor_temperature,day_type,reported_energy_consumption,energy_cost_brl
energy_consumption,customer_observation,2017,CUSTOMER_2017,,residential,Northeast,,17,2,,,,,64.88
energy_consumption,customer_observation,2018,CUSTOMER_2018,,commercial,North,,52,1,,,,,55.82
energy_consumption,customer_observation,2019,CUSTOMER_2019,,residential,Northeast,,24,1,,,,,79.71
energy_consumption,customer_observation,2020,CUSTOMER_2020,,commercial,Midwest,,17,3,,,,,66.53
energy_consumption,customer_observation,2021,CUSTOMER_2021,,commercial,Midwest,,45,2,,,,,93.38
energy_consumption,customer_observation,2022,CUSTOMER_2022,,residential,Southeast,,45,2,,,,,52.91
energy_consumption,customer_observation,2023,CUSTOMER_2023,,commercial,South,,52,1,,,,,95.76
energy_consumption,customer_observation,2024,CUSTOMER_2024,,residential,Midwest,,77,2,,,,,101.53
energy_consumption,customer_observation,2025,CUSTOMER_2025,,residential,Midwest,,45,3,,,,,89.27
energy_consumption,customer_observation,2026,CUSTOMER_2026,,residential,Midwest,,17,2,,,,,90.17
energy_consumption,customer_observation,2027,CUSTOMER_2027,,commercial,North,,45,2,,,,,100.44
energy_consumption,customer_observation,2028,CUSTOMER_2028,,commercial,South,,45,1,,,,,63.24
energy_consumption,customer_observation,2029,CUSTOMER_2029,,residential,Northeast,,45,2,,,,,103.57
energy_consumption,customer_observation,2030,CUSTOMER_2030,,commercial,Northeast,,24,3,,,,,92.22
energy_consumption,customer_observation,2031,CUSTOMER_2031,,residential,Midwest,,45,3,,,,,89.81
energy_consumption,customer_observation,2032,CUSTOMER_2032,,residential,Northeast,,24,3,,,,,71.04
energy_consumption,customer_observation,2033,CUSTOMER_2033,,residential,Midwest,,45,3,,,,,80.53
energy_consumption,customer_observation,2034,CUSTOMER_2034,,commercial,Midwest,,45,1,,,,,86.08
energy_consumption,customer_observation,2035,CUSTOMER_2035,,residential,Midwest,,52,2,,,,,84.35
energy_consumption,customer_observation,2036,CUSTOMER_2036,,residential,Southeast,,45,1,,,,,88.7
energy_consumption,customer_observation,2037,CUSTOMER_2037,,residential,Northeast,,24,3,,,,,56.73
energy_consumption,customer_observation,2038,CUSTOMER_2038,,residential,Midwest,,52,2,,,,,70.76
energy_consumption,customer_observation,2039,CUSTOMER_2039,,residential,Midwest,,45,4,,,,,127.65
energy_consumption,customer_observation,2040,CUSTOMER_2040,,residential,Midwest,,24,1,,,,,65.88
energy_consumption,customer_observation,2041,CUSTOMER_2041,,commercial,Midwest,,45,2,,,,,61.36
energy_consumption,customer_observation,2042,CUSTOMER_2042,,residential,Northeast,,24,3,,,,,59.63
energy_consumption,customer_observation,2043,CUSTOMER_2043,,residential,Midwest,,52,4,,,,,123.94
energy_consumption,customer_observation,2044,CUSTOMER_2044,,residential,Northeast,,45,4,,,,,130.91
energy_consumption,customer_observation,2045,CUSTOMER_2045,,commercial,South,,45,3,,,,,55.73
energy_consumption,customer_observation,2046,CUSTOMER_2046,,commercial,Northeast,,17,2,,,,,101.1
energy_consumption,customer_observation,2047,CUSTOMER_2047,,residential,Midwest,,24,2,,,,,91.8
energy_consumption,customer_observation,2048,CUSTOMER_2048,,commercial,North,,77,3,,,,,90.03
energy_consumption,customer_observation,2049,CUSTOMER_2049,,residential,Northeast,,52,1,,,,,61.38
energy_consumption,customer_observation,2050,CUSTOMER_2050,,residential,Midwest,,24,3,,,,,83.51
energy_consumption,customer_observation,2051,CUSTOMER_2051,,residential,Southeast,,24,2,,,,,79.7
energy_consumption,customer_observation,2052,CUSTOMER_2052,,residential,Midwest,,24,1,,,,,102.95
energy_consumption,customer_observation,2053,CUSTOMER_2053,,residential,South,,45,3,,,,,90.89
energy_consumption,customer_observation,2054,CUSTOMER_2054,,commercial,Midwest,,45,2,,,,,82.07
energy_consumption,customer_observation,2055,CUSTOMER_2055,,commercial,Midwest,,45,2,,,,,96.19
energy_consumption,customer_observation,2056,CUSTOMER_2056,,commercial,North,,45,2,,,,,60.46
energy_consumption,customer_observation,2057,CUSTOMER_2057,,residential,Southeast,,52,4,,,,,104.69
energy_consumption,customer_observation,2058,CUSTOMER_2058,,residential,Northeast,,45,4,,,,,141.69
energy_consumption,customer_observation,2059,CUSTOMER_2059,,commercial,Southeast,,17,1,,,,,57.55
energy_consumption,customer_observation,2060,CUSTOMER_2060,,residential,South,,45,1,,,,,58.43
energy_consumption,customer_observation,2061,CUSTOMER_2061,,residential,South,,77,1,,,,,90.74
energy_consumption,customer_observation,2062,CUSTOMER_2062,,residential,Midwest,,45,4,,,,,118.69
energy_consumption,customer_observation,2063,CUSTOMER_2063,,commercial,Midwest,,45,1,,,,,84.78
energy_consumption,customer_observation,2064,CUSTOMER_2064,,residential,Midwest,,45,2,,,,,99.61
energy_consumption,customer_observation,2065,CUSTOMER_2065,,residential,North,,77,2,,,,,68.75
energy_consumption,customer_observation,2066,CUSTOMER_2066,,commercial,Midwest,,45,1,,,,,63.65
energy_consumption,customer_observation,2067,CUSTOMER_2067,,residential,North,,24,1,,,,,57.97
energy_consumption,customer_observation,2068,CUSTOMER_2068,,residential,Midwest,,77,4,,,,,111.01
energy_consumption,customer_observation,2069,CUSTOMER_2069,,residential,Northeast,,52,2,,,,,55.7
energy_consumption,customer_observation,2070,CUSTOMER_2070,,residential,Northeast,,24,3,,,,,57.0
energy_consumption,customer_observation,2071,CUSTOMER_2071,,commercial,Northeast,,45,3,,,,,74.68
energy_consumption,customer_observation,2072,CUSTOMER_2072,,residential,Midwest,,45,4,,,,,121.45
energy_consumption,customer_observation,2073,CUSTOMER_2073,,residential,Midwest,,17,2,,,,,88.78
energy_consumption,customer_observation,2074,CUSTOMER_2074,,commercial,North,,77,1,,,,,97.19
energy_consumption,customer_observation,2075,CUSTOMER_2075,,commercial,Midwest,,45,1,,,,,92.8
energy_consumption,customer_observation,2076,CUSTOMER_2076,,commercial,Northeast,,52,4,,,,,132.94
energy_consumption,customer_observation,2077,CUSTOMER_2077,,residential,Midwest,,24,2,,,,,57.76
energy_consumption,customer_observation,2078,CUSTOMER_2078,,residential,Midwest,,45,3,,,,,88.95
energy_consumption,customer_observation,2079,CUSTOMER_2079,,commercial,Midwest,,17,2,,,,,71.13
energy_consumption,customer_observation,2080,CUSTOMER_2080,,commercial,Midwest,,45,4,,,,,108.55
energy_consumption,customer_observation,2081,CUSTOMER_2081,,residential,Northeast,,45,2,,,,,95.76
energy_consumption,customer_observation,2082,CUSTOMER_2082,,residential,Midwest,,45,2,,,,,69.87
energy_consumption,customer_observation,2083,CUSTOMER_2083,,residential,Midwest,,17,1,,,,,63.71
energy_consumption,customer_observation,2084,CUSTOMER_2084,,commercial,Midwest,,24,1,,,,,97.25
energy_consumption,customer_observation,2085,CUSTOMER_2085,,residential,Midwest,,17,1,,,,,98.82
energy_consumption,customer_observation,2086,CUSTOMER_2086,,residential,North,,24,3,,,,,69.91
energy_consumption,customer_observation,2087,CUSTOMER_2087,,residential,Midwest,,45,2,,,,,70.72
energy_consumption,customer_observation,2088,CUSTOMER_2088,,commercial,Midwest,,45,4,,,,,135.63
energy_consumption,customer_observation,2089,CUSTOMER_2089,,commercial,Northeast,,45,2,,,,,90.16
energy_consumption,customer_observation,2090,CUSTOMER_2090,,residential,North,,45,3,,,,,55.74
energy_consumption,customer_observation,2091,CUSTOMER_2091,,commercial,North,,24,1,,,,,82.97
energy_consumption,customer_observation,2092,CUSTOMER_2092,,commercial,South,,24,2,,,,,101.43
energy_consumption,customer_observation,2093,CUSTOMER_2093,,residential,Midwest,,17,3,,,,,65.96
energy_consumption,customer_observation,2094,CUSTOMER_2094,,residential,North,,52,1,,,,,99.17
energy_consumption,customer_observation,2095,CUSTOMER_2095,,residential,Northeast,,45,1,,,,,101.29
energy_consumption,customer_observation,2096,CUSTOMER_2096,,commercial,Midwest,,24,2,,,,,66.32
energy_consumption,customer_observation,2097,CUSTOMER_2097,,residential,Southeast,,24,1,,,,,91.23
energy_consumption,customer_observation,2098,CUSTOMER_2098,,residential,North,,52,3,,,,,64.76
energy_consumption,customer_observation,2099,CUSTOMER_2099,,commercial,Northeast,,45,1,,,,,90.38
energy_consumption,customer_observation,2100,CUSTOMER_2100,,residential,Southeast,,45,4,,,,,147.57
energy_consumption,customer_observation,2101,CUSTOMER_2101,,commercial,North,,45,4,,,,,117.41
energy_consumption,customer_observation,2102,CUSTOMER_2102,,residential,Northeast,,24,2,,,,,89.26
energy_consumption,customer_observation,2103,CUSTOMER_2103,,residential,South,,77,3,,,,,94.2
energy_consumption,customer_observation,2104,CUSTOMER_2104,,commercial,Midwest,,45,1,,,,,70.91
energy_consumption,customer_observation,2105,CUSTOMER_2105,,commercial,Northeast,,24,1,,,,,61.11
energy_consumption,customer_observation,2106,CUSTOMER_2106,,residential,North,,52,1,,,,,57.22
energy_consumption,customer_observation,2107,CUSTOMER_2107,,commercial,North,,45,4,,,,,135.4
energy_consumption,customer_observation,2108,CUSTOMER_2108,,commercial,Northeast,,24,3,,,,,102.73
energy_consumption,customer_observation,2109,CUSTOMER_2109,,residential,Southeast,,45,1,,,,,94.76
energy_consumption,customer_observation,2110,CUSTOMER_2110,,commercial,Midwest,,24,2,,,,,74.88
energy_consumption,customer_observation,2111,CUSTOMER_2111,,residential,Midwest,,17,3,,,,,80.06
energy_consumption,customer_observation,2112,CUSTOMER_2112,,residential,South,,45,3,,,,,66.85
energy_consumption,customer_observation,2113,CUSTOMER_2113,,residential,Midwest,,24,1,,,,,60.87
energy_consumption,customer_observation,2114,CUSTOMER_2114,,commercial,Northeast,,52,4,,,,,130.28
energy_consumption,customer_observation,2115,CUSTOMER_2115,,commercial,Midwest,,77,3,,,,,76.3
energy_consumption,customer_observation,2116,CUSTOMER_2116,,residential,South,,17,2,,,,,79.3
energy_consumption,customer_observation,2117,CUSTOMER_2117,,residential,Southeast,,45,3,,,,,101.43
energy_consumption,customer_observation,2118,CUSTOMER_2118,,residential,North,,52,4,,,,,136.96
energy_consumption,customer_observation,2119,CUSTOMER_2119,,residential,Midwest,,45,2,,,,,83.61
energy_consumption,customer_observation,2120,CUSTOMER_2120,,commercial,Midwest,,45,4,,,,,110.88
energy_consumption,customer_observation,2121,CUSTOMER_2121,,commercial,South,,24,1,,,,,103.67
energy_consumption,customer_observation,2122,CUSTOMER_2122,,residential,North,,45,3,,,,,92.19
energy_consumption,customer_observation,2123,CUSTOMER_2123,,commercial,Midwest,,45,2,,,,,97.54
energy_consumption,customer_observation,2124,CUSTOMER_2124,,residential,Southeast,,77,4,,,,,126.57
energy_consumption,customer_observation,2125,CUSTOMER_2125,,commercial,Midwest,,24,1,,,,,78.28
energy_consumption,customer_observation,2126,CUSTOMER_2126,,commercial,Midwest,,77,2,,,,,79.31
energy_consumption,customer_observation,2127,CUSTOMER_2127,,residential,North,,24,3,,,,,62.47
energy_consumption,customer_observation,2128,CUSTOMER_2128,,residential,Northeast,,77,3,,,,,87.91
energy_consumption,customer_observation,2129,CUSTOMER_2129,,commercial,Northeast,,45,4,,,,,153.35
energy_consumption,customer_observation,2130,CUSTOMER_2130,,residential,South,,45,2,,,,,60.91
energy_consumption,customer_observation,2131,CUSTOMER_2131,,residential,Northeast,,45,1,,,,,56.93
energy_consumption,customer_observation,2132,CUSTOMER_2132,,residential,Midwest,,24,1,,,,,90.41
energy_consumption,customer_observation,2133,CUSTOMER_2133,,residential,Midwest,,24,1,,,,,66.53
energy_consumption,customer_observation,2134,CUSTOMER_2134,,residential,Northeast,,17,1,,,,,84.54
energy_consumption,customer_observation,2135,CUSTOMER_2135,,commercial,Midwest,,17,2,,,,,88.23
energy_consumption,customer_observation,2136,CUSTOMER_2136,,commercial,Midwest,,24,3,,,,,69.03
energy_consumption,customer_observation,2137,CUSTOMER_2137,,residential,Southeast,,45,4,,,,,148.54
energy_consumption,customer_observation,2138,CUSTOMER_2138,,commercial,Midwest,,45,4,,,,,134.0
energy_consumption,customer_observation,2139,CUSTOMER_2139,,residential,Midwest,,17,2,,,,,97.12
energy_consumption,customer_observation,2140,CUSTOMER_2140,,commercial,North,,52,3,,,,,91.7
energy_consumption,customer_observation,2141,CUSTOMER_2141,,commercial,South,,45,3,,,,,97.1
energy_consumption,customer_observation,2142,CUSTOMER_2142,,residential,North,,77,4,,,,,104.97
energy_consumption,customer_observation,2143,CUSTOMER_2143,,commercial,Midwest,,45,4,,,,,117.21
energy_consumption,customer_observation,2144,CUSTOMER_2144,,residential,Northeast,,24,2,,,,,57.12
energy_consumption,customer_observation,2145,CUSTOMER_2145,,residential,South,,45,2,,,,,75.2
energy_consumption,customer_observation,2146,CUSTOMER_2146,,commercial,Midwest,,45,1,,,,,98.2
energy_consumption,customer_observation,2147,CUSTOMER_2147,,residential,Midwest,,17,3,,,,,76.51
energy_consumption,customer_observation,2148,CUSTOMER_2148,,residential,Northeast,,17,1,,,,,96.13
energy_consumption,customer_observation,2149,CUSTOMER_2149,,residential,Midwest,,17,1,,,,,69.3
energy_consumption,customer_observation,2150,CUSTOMER_2150,,commercial,Midwest,,24,2,,,,,69.94
energy_consumption,customer_observation,2151,CUSTOMER_2151,,residential,Midwest,,45,1,,,,,98.49
energy_consumption,customer_observation,2152,CUSTOMER_2152,,residential,North,,45,1,,,,,74.37
energy_consumption,customer_observation,2153,CUSTOMER_2153,,commercial,South,,17,1,,,,,93.05
energy_consumption,customer_observation,2154,CUSTOMER_2154,,commercial,Southeast,,45,4,,,,,116.83
energy_consumption,customer_observation,2155,CUSTOMER_2155,,residential,Northeast,,45,4,,,,,155.86
energy_consumption,customer_observation,2156,CUSTOMER_2156,,residential,Southeast,,24,2,,,,,82.0
energy_consumption,customer_observation,2157,CUSTOMER_2157,,residential,Midwest,,17,1,,,,,91.49
energy_consumption,customer_observation,2158,CUSTOMER_2158,,residential,Midwest,,17,1,,,,,57.1
energy_consumption,customer_observation,2159,CUSTOMER_2159,,residential,Northeast,,24,2,,,,,77.8
energy_consumption,customer_observation,2160,CUSTOMER_2160,,commercial,Midwest,,24,2,,,,,98.77
energy_consumption,customer_observation,2161,CUSTOMER_2161,,commercial,Midwest,,24,2,,,,,97.54
energy_consumption,customer_observation,2162,CUSTOMER_2162,,residential,Midwest,,45,3,,,,,54.9
energy_consumption,customer_observation,2163,CUSTOMER_2163,,residential,Midwest,,45,2,,,,,68.09
energy_consumption,customer_observation,2164,CUSTOMER_2164,,commercial,Midwest,,24,3,,,,,75.26
energy_consumption,customer_observation,2165,CUSTOMER_2165,,residential,Midwest,,24,2,,,,,61.35
energy_consumption,customer_observation,2166,CUSTOMER_2166,,commercial,North,,45,4,,,,,143.87
energy_consumption,customer_observation,2167,CUSTOMER_2167,,residential,Southeast,,52,2,,,,,61.97
energy_consumption,customer_observation,2168,CUSTOMER_2168,,residential,Midwest,,45,2,,,,,70.3
energy_consumption,customer_observation,2169,CUSTOMER_2169,,commercial,Northeast,,45,3,,,,,86.56
energy_consumption,customer_observation,2170,CUSTOMER_2170,,residential,Northeast,,24,1,,,,,77.26
energy_consumption,customer_observation,2171,CUSTOMER_2171,,commercial,Midwest,,24,2,,,,,90.43
energy_consumption,customer_observation,2172,CUSTOMER_2172,,residential,Southeast,,52,3,,,,,101.86
energy_consumption,customer_observation,2173,CUSTOMER_2173,,residential,Northeast,,17,2,,,,,58.48
energy_consumption,customer_observation,2174,CUSTOMER_2174,,commercial,Midwest,,77,1,,,,,88.94
energy_consumption,customer_observation,2175,CUSTOMER_2175,,residential,North,,45,4,,,,,116.49
energy_consumption,customer_observation,2176,CUSTOMER_2176,,commercial,Midwest,,45,4,,,,,126.58
energy_consumption,customer_observation,2177,CUSTOMER_2177,,residential,South,,17,3,,,,,54.19
energy_consumption,customer_observation,2178,CUSTOMER_2178,,residential,Midwest,,45,2,,,,,59.48
energy_consumption,customer_observation,2179,CUSTOMER_2179,,commercial,Northeast,,45,2,,,,,68.92
energy_consumption,customer_observation,2180,CUSTOMER_2180,,residential,Midwest,,17,2,,,,,70.06
energy_consumption,customer_observation,2181,CUSTOMER_2181,,residential,Northeast,,24,1,,,,,98.69
energy_consumption,customer_observation,2182,CUSTOMER_2182,,residential,Midwest,,52,3,,,,,90.59
energy_consumption,customer_observation,2183,CUSTOMER_2183,,residential,Midwest,,45,2,,,,,102.42
energy_consumption,customer_observation,2184,CUSTOMER_2184,,residential,Midwest,,45,2,,,,,83.26
energy_consumption,customer_observation,2185,CUSTOMER_2185,,commercial,Northeast,,17,3,,,,,64.91
energy_consumption,customer_observation,2186,CUSTOMER_2186,,commercial,South,,45,1,,,,,69.33
energy_consumption,customer_observation,2187,CUSTOMER_2187,,commercial,Midwest,,45,1,,,,,68.92
energy_consumption,customer_observation,2188,CUSTOMER_2188,,commercial,Northeast,,45,1,,,,,69.27
energy_consumption,customer_observation,2189,CUSTOMER_2189,,commercial,Midwest,,45,1,,,,,87.06
energy_consumption,customer_observation,2190,CUSTOMER_2190,,commercial,Midwest,,45,1,,,,,79.76
energy_consumption,customer_observation,2191,CUSTOMER_2191,,residential,Midwest,,45,4,,,,,124.99
energy_consumption,customer_observation,2192,CUSTOMER_2192,,commercial,Midwest,,24,2,,,,,60.16
energy_consumption,customer_observation,2193,CUSTOMER_2193,,commercial,Midwest,,77,2,,,,,53.64
energy_consumption,customer_observation,2194,CUSTOMER_2194,,residential,Northeast,,45,2,,,,,63.74
energy_consumption,customer_observation,2195,CUSTOMER_2195,,residential,Southeast,,24,3,,,,,58.02
energy_consumption,customer_observation,2196,CUSTOMER_2196,,residential,Midwest,,45,1,,,,,92.83
energy_consumption,customer_observation,2197,CUSTOMER_2197,,residential,North,,52,3,,,,,58.28
energy_consumption,customer_observation,2198,CUSTOMER_2198,,commercial,Midwest,,24,1,,,,,89.69
energy_consumption,customer_observation,2199,CUSTOMER_2199,,residential,South,,24,1,,,,,72.3
energy_consumption,customer_observation,2200,CUSTOMER_2200,,residential,South,,45,3,,,,,56.27
energy_consumption,customer_observation,2201,CUSTOMER_2201,,commercial,Northeast,,24,2,,,,,94.23
energy_consumption,customer_observation,2202,CUSTOMER_2202,,residential,North,,45,4,,,,,135.63
energy_consumption,customer_observation,2203,CUSTOMER_2203,,residential,Midwest,,17,3,,,,,64.61
energy_consumption,customer_observation,2204,CUSTOMER_2204,,residential,North,,45,2,,,,,98.44
energy_consumption,customer_observation,2205,CUSTOMER_2205,,commercial,South,,17,1,,,,,54.82
energy_consumption,customer_observation,2206,CUSTOMER_2206,,commercial,Northeast,,17,2,,,,,62.86
energy_consumption,customer_observation,2207,CUSTOMER_2207,,residential,Northeast,,52,1,,,,,91.12
energy_consumption,customer_observation,2208,CUSTOMER_2208,,commercial,Midwest,,45,1,,,,,88.93
energy_consumption,customer_observation,2209,CUSTOMER_2209,,residential,Northeast,,24,2,,,,,67.35
energy_consumption,customer_observation,2210,CUSTOMER_2210,,commercial,Midwest,,24,1,,,,,55.68
energy_consumption,customer_observation,2211,CUSTOMER_2211,,commercial,Midwest,,45,4,,,,,150.89
energy_consumption,customer_observation,2212,CUSTOMER_2212,,commercial,Northeast,,45,2,,,,,68.61
energy_consumption,customer_observation,2213,CUSTOMER_2213,,residential,Northeast,,77,3,,,,,62.55
energy_consumption,customer_observation,2214,CUSTOMER_2214,,commercial,Midwest,,77,1,,,,,79.0
energy_consumption,customer_observation,2215,CUSTOMER_2215,,commercial,North,,45,1,,,,,99.24
energy_consumption,customer_observation,2216,CUSTOMER_2216,,residential,Midwest,,45,4,,,,,106.25
energy_consumption,customer_observation,2217,CUSTOMER_2217,,commercial,Midwest,,45,4,,,,,145.83
energy_consumption,customer_observation,2218,CUSTOMER_2218,,residential,Midwest,,45,3,,,,,81.9
energy_consumption,customer_observation,2219,CUSTOMER_2219,,commercial,South,,17,1,,,,,74.35
energy_consumption,customer_observation,2220,CUSTOMER_2220,,residential,South,,24,3,,,,,90.71
energy_consumption,customer_observation,2221,CUSTOMER_2221,,commercial,South,,17,3,,,,,102.1
energy_consumption,customer_observation,2222,CUSTOMER_2222,,residential,Northeast,,17,1,,,,,64.27
energy_consumption,customer_observation,2223,CUSTOMER_2223,,residential,North,,24,3,,,,,59.88
energy_consumption,customer_observation,2224,CUSTOMER_2224,,residential,Northeast,,45,3,,,,,99.38
energy_consumption,customer_observation,2225,CUSTOMER_2225,,residential,Southeast,,45,4,,,,,140.53
energy_consumption,customer_observation,2226,CUSTOMER_2226,,residential,South,,45,4,,,,,127.87
energy_consumption,customer_observation,2227,CUSTOMER_2227,,residential,Southeast,,24,3,,,,,81.94
energy_consumption,customer_observation,2228,CUSTOMER_2228,,residential,North,,17,1,,,,,90.79
energy_consumption,customer_observation,2229,CUSTOMER_2229,,residential,South,,45,4,,,,,146.23
energy_consumption,customer_observation,2230,CUSTOMER_2230,,residential,Midwest,,24,3,,,,,99.74
energy_consumption,customer_observation,2231,CUSTOMER_2231,,commercial,North,,45,2,,,,,74.42
energy_consumption,customer_observation,2232,CUSTOMER_2232,,residential,Midwest,,77,2,,,,,67.57
energy_consumption,customer_observation,2233,CUSTOMER_2233,,commercial,North,,17,3,,,,,85.35
energy_consumption,customer_observation,2234,CUSTOMER_2234,,commercial,Midwest,,24,2,,,,,73.85
energy_consumption,customer_observation,2235,CUSTOMER_2235,,commercial,Northeast,,45,4,,,,,136.45
energy_consumption,customer_observation,2236,CUSTOMER_2236,,residential,Midwest,,77,1,,,,,74.07
energy_consumption,customer_observation,2237,CUSTOMER_2237,,commercial,Midwest,,45,3,,,,,60.36
energy_consumption,customer_observation,2238,CUSTOMER_2238,,residential,Southeast,,52,4,,,,,129.59
energy_consumption,customer_observation,2239,CUSTOMER_2239,,residential,Midwest,,24,1,,,,,87.98
energy_consumption,customer_observation,2240,CUSTOMER_2240,,residential,Midwest,,77,2,,,,,93.54
energy_consumption,customer_observation,2241,CUSTOMER_2241,,commercial,Southeast,,17,2,,,,,77.83
energy_consumption,customer_observation,2242,CUSTOMER_2242,,residential,South,,17,2,,,,,60.98
energy_consumption,customer_observation,2243,CUSTOMER_2243,,residential,North,,52,2,,,,,73.79
energy_consumption,customer_observation,2244,CUSTOMER_2244,,commercial,Midwest,,77,4,,,,,146.96
energy_consumption,customer_observation,2245,CUSTOMER_2245,,commercial,Northeast,,17,1,,,,,73.7
energy_consumption,customer_observation,2246,CUSTOMER_2246,,residential,North,,17,3,,,,,88.27
energy_consumption,customer_observation,2247,CUSTOMER_2247,,residential,Midwest,,17,1,,,,,78.55
energy_consumption,customer_observation,2248,CUSTOMER_2248,,commercial,Southeast,,17,3,,,,,64.89
energy_consumption,customer_observation,2249,CUSTOMER_2249,,residential,Northeast,,24,2,,,,,93.38
energy_consumption,customer_observation,2250,CUSTOMER_2250,,residential,Southeast,,77,2,,,,,56.82
energy_consumption,customer_observation,2251,CUSTOMER_2251,,residential,Southeast,,45,2,,,,,79.45
energy_consumption,customer_observation,2252,CUSTOMER_2252,,commercial,South,,45,2,,,,,63.23
energy_consumption,customer_observation,2253,CUSTOMER_2253,,commercial,Northeast,,45,4,,,,,107.54
energy_consumption,customer_observation,2254,CUSTOMER_2254,,commercial,South,,45,1,,,,,78.33
energy_consumption,customer_observation,2255,CUSTOMER_2255,,commercial,Northeast,,45,3,,,,,78.15
energy_consumption,customer_observation,2256,CUSTOMER_2256,,residential,Midwest,,45,3,,,,,88.8
energy_consumption,customer_observation,2257,CUSTOMER_2257,,residential,North,,24,2,,,,,90.74
energy_consumption,customer_observation,2258,CUSTOMER_2258,,residential,North,,45,1,,,,,89.87
energy_consumption,customer_observation,2259,CUSTOMER_2259,,residential,Midwest,,45,2,,,,,73.53
energy_consumption,customer_observation,2260,CUSTOMER_2260,,residential,Midwest,,52,4,,,,,138.48
energy_consumption,customer_observation,2261,CUSTOMER_2261,,commercial,Northeast,,77,3,,,,,82.13
energy_consumption,customer_observation,2262,CUSTOMER_2262,,residential,Northeast,,45,4,,,,,126.97
energy_consumption,customer_observation,2263,CUSTOMER_2263,,commercial,Midwest,,45,3,,,,,83.17
energy_consumption,customer_observation,2264,CUSTOMER_2264,,residential,North,,17,1,,,,,101.14
energy_consumption,customer_observation,2265,CUSTOMER_2265,,residential,Southeast,,45,3,,,,,62.41
energy_consumption,customer_observation,2266,CUSTOMER_2266,,residential,North,,24,1,,,,,99.01
energy_consumption,customer_observation,2267,CUSTOMER_2267,,residential,Northeast,,17,2,,,,,55.24
energy_consumption,customer_observation,2268,CUSTOMER_2268,,commercial,Northeast,,24,2,,,,,68.34
energy_consumption,customer_observation,2269,CUSTOMER_2269,,residential,Midwest,,45,4,,,,,119.65
energy_consumption,customer_observation,2270,CUSTOMER_2270,,residential,Northeast,,17,1,,,,,84.66
energy_consumption,customer_observation,2271,CUSTOMER_2271,,residential,Northeast,,77,2,,,,,59.24
energy_consumption,customer_observation,2272,CUSTOMER_2272,,residential,South,,17,1,,,,,97.81
energy_consumption,customer_observation,2273,CUSTOMER_2273,,residential,Midwest,,77,2,,,,,95.05
energy_consumption,customer_observation,2274,CUSTOMER_2274,,commercial,North,,45,2,,,,,85.98
energy_consumption,customer_observation,2275,CUSTOMER_2275,,commercial,Midwest,,24,3,,,,,76.04
energy_consumption,customer_observation,2276,CUSTOMER_2276,,residential,Southeast,,24,3,,,,,100.41
energy_consumption,customer_observation,2277,CUSTOMER_2277,,commercial,Northeast,,45,1,,,,,95.16
energy_consumption,customer_observation,2278,CUSTOMER_2278,,residential,North,,45,2,,,,,78.14
energy_consumption,customer_observation,2279,CUSTOMER_2279,,residential,Midwest,,45,4,,,,,142.33
energy_consumption,customer_observation,2280,CUSTOMER_2280,,residential,Midwest,,24,2,,,,,81.61
energy_consumption,customer_observation,2281,CUSTOMER_2281,,residential,Midwest,,45,2,,,,,82.69
energy_consumption,customer_observation,2282,CUSTOMER_2282,,residential,North,,77,3,,,,,69.5
energy_consumption,customer_observation,2283,CUSTOMER_2283,,residential,North,,24,1,,,,,76.23
energy_consumption,customer_observation,2284,CUSTOMER_2284,,residential,Midwest,,45,4,,,,,108.14
energy_consumption,customer_observation,2285,CUSTOMER_2285,,residential,Northeast,,24,1,,,,,70.85
energy_consumption,customer_observation,2286,CUSTOMER_2286,,residential,Midwest,,45,4,,,,,142.0
energy_consumption,customer_observation,2287,CUSTOMER_2287,,commercial,Midwest,,45,1,,,,,101.45
energy_consumption,customer_observation,2288,CUSTOMER_2288,,residential,Northeast,,24,2,,,,,101.95
energy_consumption,customer_observation,2289,CUSTOMER_2289,,residential,South,,17,1,,,,,81.04
energy_consumption,customer_observation,2290,CUSTOMER_2290,,residential,Southeast,,17,3,,,,,83.65
energy_consumption,customer_observation,2291,CUSTOMER_2291,,residential,Midwest,,45,4,,,,,114.04
energy_consumption,customer_observation,2292,CUSTOMER_2292,,residential,North,,45,3,,,,,88.2
energy_consumption,customer_observation,2293,CUSTOMER_2293,,residential,North,,77,1,,,,,56.13
energy_consumption,customer_observation,2294,CUSTOMER_2294,,residential,Midwest,,45,2,,,,,67.12
energy_consumption,customer_observation,2295,CUSTOMER_2295,,residential,Northeast,,24,3,,,,,86.82
energy_consumption,customer_observation,2296,CUSTOMER_2296,,residential,South,,52,3,,,,,68.43
energy_consumption,customer_observation,2297,CUSTOMER_2297,,residential,Northeast,,45,2,,,,,55.06
energy_consumption,customer_observation,2298,CUSTOMER_2298,,residential,Midwest,,45,2,,,,,95.22
energy_consumption,customer_observation,2299,CUSTOMER_2299,,residential,Northeast,,17,1,,,,,68.44
energy_consumption,customer_observation,2300,CUSTOMER_2300,,residential,Midwest,,24,3,,,,,55.74
energy_consumption,customer_observation,2301,CUSTOMER_2301,,commercial,North,,77,3,,,,,56.34
energy_consumption,customer_observation,2302,CUSTOMER_2302,,residential,Midwest,,45,1,,,,,65.43
