dataset_source,source_grain,source_row_id,cbecs_public_building_id,cbecs_region_code,cbecs_building_activity_code,floor_area_sqft,cbecs_floor_count_code,cbecs_construction_period_code,cbecs_occupancy_code,cbecs_weekly_operating_hours,cbecs_worker_count,cbecs_energy_used_code,cbecs_electricity_used_code,cbecs_natural_gas_used_code,cbecs_fuel_oil_used_code,cbecs_propane_used_code,cbecs_district_steam_used_code,cbecs_district_hot_water_used_code,heating_degree_days,cooling_degree_days,electricity_btu,electricity_consumption_cbecs,electricity_expenditure,natural_gas_btu,natural_gas_consumption_cbecs,natural_gas_expenditure,survey_final_weight
cbecs,building_survey,3111,3111,1,14,85000,1,4,1,50,58,1,1,1,2,2,2,2,6574,725,1735688.0,508701.0,85673.0,4802670.0,46268.0,20847.0,288.37
cbecs,building_survey,3112,3112,1,13,50000,3,5,1,98,25,1,1,1,1,2,2,2,7197,807,1501112.0,439951.0,58308.0,5480390.0,52798.0,29415.0,623.52
cbecs,building_survey,3113,3113,4,15,3500,1,7,1,98,7,1,1,1,2,2,2,2,7096,341,630150.0,184686.0,17635.0,598123.0,5762.0,3577.0,1218.03
cbecs,building_survey,3114,3114,3,18,205000,994,6,1,168,70,1,1,1,1,2,2,2,2275,2219,15903720.0,4661114.0,392887.0,2533979.0,24412.0,24669.0,14.67
cbecs,building_survey,3115,3115,4,2,600000,995,6,18,66,900,1,1,1,1,2,2,2,1976,274,10696231.0,3134886.0,515624.0,5932543.0,57154.0,62771.0,15.06
cbecs,building_survey,3116,3116,3,18,300000,6,8,1,168,20,1,1,1,2,2,1,2,1675,3500,7427045.0,2176742.0,149615.0,318325.0,3067.0,2617.0,5.89
cbecs,building_survey,3117,3117,3,15,1500,1,4,1,70,4,1,1,1,2,2,2,2,1105,4273,151588.0,44428.0,3277.0,254429.0,2451.0,1884.0,1218.03
cbecs,building_survey,3118,3118,3,1,65000,6,6,1,50,40,1,1,1,1,2,2,2,4486,1677,2429249.0,711972.0,60339.0,467130.0,4500.0,4062.0,246.59
cbecs,building_survey,3119,3119,1,14,220000,3,2,1,60,130,1,1,1,2,2,2,2,5463,930,3177840.0,931372.0,87324.0,13358056.0,128690.0,93781.0,44.64
cbecs,building_survey,3120,3120,3,23,13250,1,5,3,52,16,1,1,1,2,2,2,2,2993,2301,665666.0,195096.0,12296.0,418973.0,4036.0,3477.0,2009.74
cbecs,building_survey,3121,3121,3,15,88000,2,5,1,12,35,1,1,1,1,2,2,2,1250,3490,8556187.0,2507675.0,160964.0,4646702.0,44766.0,28895.0,245.01
cbecs,building_survey,3122,3122,4,5,23750,1,4,17,40,1,1,1,2,2,2,2,2,795,1362,752191.0,220455.0,28746.0,,,,1531.55
cbecs,building_survey,3123,3123,4,8,500000,4,8,1,112,210,1,1,1,1,2,2,2,3787,405,27905517.0,8178639.0,753504.0,38165380.0,367682.0,296628.0,15.06
cbecs,building_survey,3124,3124,1,14,250000,2,9,3,90,130,1,1,2,1,1,2,2,6769,690,7371957.0,2160597.0,314328.0,,,,8.74
cbecs,building_survey,3125,3125,1,17,230000,4,9,1,168,150,1,1,1,1,2,2,2,7624,634,11841379.0,3470510.0,377181.0,20619420.0,198646.0,76083.0,9.96
cbecs,building_survey,3126,3126,3,25,196000,1,6,6,168,125,1,1,2,2,2,2,2,1465,3687,16145167.0,4731878.0,212928.0,,,,14.9
cbecs,building_survey,3127,3127,1,14,98000,6,2,2,70,100,1,1,1,1,2,2,2,5189,1132,4213210.0,1234821.0,113839.0,1226770.0,11819.0,9707.0,97.52
cbecs,building_survey,3128,3128,2,2,41500,2,6,1,40,50,1,1,2,2,2,2,2,4447,2140,2987352.0,875543.0,69424.0,,,,747.01
cbecs,building_survey,3129,3129,3,2,61000,7,4,12,76,113,1,1,2,1,2,2,2,4325,1399,2926148.0,857605.0,149314.0,,,,267.28
cbecs,building_survey,3130,3130,3,91,20000,1,8,1,50,2,1,1,1,2,2,2,2,3361,2476,226346.0,66338.0,7005.0,242751.0,2339.0,3267.0,690.18
cbecs,building_survey,3131,3131,4,16,800000,6,5,1,168,1100,1,1,1,1,2,2,2,8846,15,102955461.0,30174520.0,3538054.0,28269862.0,272349.0,153207.0,9.01
cbecs,building_survey,3132,3132,3,13,42000,2,9,1,102,24,1,1,1,2,2,2,2,2976,2427,5162643.0,1513084.0,145242.0,1775637.0,17106.0,13988.0,224.76
cbecs,building_survey,3133,3133,4,14,210000,2,3,1,60,130,1,1,1,2,2,2,2,4637,860,4087136.0,1197871.0,129106.0,6022285.0,58018.0,35017.0,8.84
cbecs,building_survey,3134,3134,3,13,60000,2,6,1,74,45,1,1,1,2,2,2,2,3427,2299,4161040.0,1219531.0,93308.0,253579.0,2443.0,2110.0,8.84
cbecs,building_survey,3135,3135,2,14,205000,3,8,1,60,100,1,1,1,2,2,2,2,7649,625,3270678.0,958581.0,121587.0,3925796.0,37821.0,23945.0,45.53
cbecs,building_survey,3136,3136,2,18,174000,3,6,1,168,22,1,1,2,2,2,2,2,5337,1908,3506141.0,1027591.0,100751.0,,,,330.8
cbecs,building_survey,3137,3137,3,1,300000,6,8,0,0,0,1,1,2,2,2,2,2,3287,2495,12805.0,3753.0,650.0,,,,54.9
cbecs,building_survey,3138,3138,3,14,130000,1,3,1,60,125,1,1,1,2,2,2,2,3723,1699,5267663.0,1543864.0,159636.0,7675859.0,73949.0,40476.0,99.38
cbecs,building_survey,3139,3139,3,13,50000,2,8,6,60,25,1,1,2,2,2,2,2,1699,3095,194571.0,57025.0,3697.0,,,,245.01
cbecs,building_survey,3140,3140,3,12,30000,1,8,1,48,4,1,1,2,2,2,2,2,3301,2154,780050.0,228620.0,29431.0,,,,244.16
cbecs,building_survey,3141,3141,3,8,2100,1,6,1,40,7,1,1,1,2,2,2,2,3537,2196,102127.0,29932.0,3511.0,100566.0,969.0,1138.0,2800.45
cbecs,building_survey,3142,3142,4,2,69000,6,9,1,55,75,1,1,1,2,2,2,2,5762,490,1554412.0,455572.0,49743.0,2039318.0,19647.0,12444.0,460.22
cbecs,building_survey,3143,3143,2,26,5000,2,2,1,58,24,1,1,1,2,2,2,2,5971,1300,100540.0,29467.0,3679.0,232100.0,2236.0,1476.0,1531.55
cbecs,building_survey,3144,3144,4,5,800000,4,7,1,20,400,1,1,2,1,1,2,2,1811,4413,32955253.0,9658632.0,685143.0,,,,14.67
cbecs,building_survey,3145,3145,2,2,60000,3,8,4,66,300,1,1,2,2,2,2,2,5479,1489,3176074.0,930854.0,129008.0,,,,14.9
cbecs,building_survey,3146,3146,2,25,41000,1,5,3,80,16,1,1,1,2,2,2,2,9570,868,1166759.0,341958.0,32688.0,1484600.0,14303.0,11525.0,623.52
cbecs,building_survey,3147,3147,3,2,14000,1,6,1,50,4,1,1,2,2,2,2,2,2991,2430,415159.0,121676.0,11032.0,,,,1413.09
cbecs,building_survey,3148,3148,3,18,255000,994,4,1,168,30,1,1,1,2,2,2,2,2095,3507,8117167.0,2379006.0,175235.0,1362370.0,13125.0,12113.0,9.01
cbecs,building_survey,3149,3149,1,2,250000,5,6,1,50,400,1,1,1,1,2,2,2,5100,1243,7074872.0,2073526.0,286639.0,787025.0,7582.0,6309.0,117.32
cbecs,building_survey,3150,3150,3,2,1450,1,8,1,50,4,1,1,2,2,2,2,2,3133,2274,215452.0,63145.0,6300.0,,,,2990.63
cbecs,building_survey,3151,3151,2,5,166000,3,9,1,85,100,1,1,1,2,2,2,2,6687,816,3598370.0,1054622.0,113412.0,6079643.0,58571.0,34586.0,49.37
cbecs,building_survey,3152,3152,2,14,480000,3,8,1,18,125,1,1,1,2,2,2,2,5476,1300,13201401.0,3869109.0,376464.0,12680529.0,122163.0,57364.0,9.11
cbecs,building_survey,3153,3153,1,14,210000,3,3,1,100,60,1,1,1,1,2,2,2,6592,803,5040870.0,1477394.0,162692.0,12035679.0,115951.0,65271.0,9.96
cbecs,building_survey,3154,3154,4,7,400000,1,7,1,168,150,1,1,1,1,2,2,2,3825,1803,22348335.0,6549922.0,462120.0,26636119.0,256610.0,163984.0,76.01
cbecs,building_survey,3155,3155,3,15,3200,1,8,1,60,2,1,1,1,2,2,2,2,2518,2459,209870.0,61509.0,7209.0,276534.0,2664.0,2270.0,1218.03
cbecs,building_survey,3156,3156,4,5,24000,1,7,1,40,35,1,1,2,2,2,2,2,1216,931,735826.0,215658.0,44983.0,,,,3343.72
cbecs,building_survey,3157,3157,4,2,5600,1,6,1,120,10,1,1,1,2,2,2,2,2415,158,123853.0,36299.0,8152.0,146811.0,1414.0,2026.0,3075.23
cbecs,building_survey,3158,3158,2,26,3000,1,5,1,40,4,1,1,2,2,2,2,2,5901,1388,119551.0,35038.0,3575.0,,,,3709.28
cbecs,building_survey,3159,3159,4,2,210000,995,5,1,60,800,1,1,1,2,2,2,2,1267,1959,5517154.0,1616985.0,198134.0,2150601.0,20719.0,15575.0,15.06
cbecs,building_survey,3160,3160,2,14,300000,4,2,1,60,90,1,1,1,2,2,2,2,7277,661,4055385.0,1188565.0,135523.0,5560767.0,53572.0,19559.0,10.55
cbecs,building_survey,3161,3161,3,2,800000,995,7,21,64,1300,1,1,1,2,2,2,2,4278,1858,35701786.0,10463595.0,1490844.0,1059958.0,10212.0,10606.0,14.9
cbecs,building_survey,3162,3162,3,14,91000,1,5,1,100,50,1,1,2,2,1,2,2,1330,3674,5442648.0,1595149.0,130491.0,,,,298.16
cbecs,building_survey,3163,3163,4,13,12000,4,2,3,52,11,1,1,1,2,2,2,2,9083,222,74148.0,21732.0,1988.0,670359.0,6458.0,5196.0,593.96
cbecs,building_survey,3164,3164,3,1,12750,2,4,0,0,0,1,1,2,2,2,2,2,1002,4059,118622.0,34766.0,2621.0,,,,1489.41
cbecs,building_survey,3165,3165,2,26,5100,1,2,1,67,1,1,1,1,2,2,2,2,6395,1248,44688.0,13097.0,1542.0,229590.0,2212.0,2030.0,2990.63
cbecs,building_survey,3166,3166,2,14,59000,1,4,1,40,25,1,1,1,2,2,2,2,4385,2085,1577274.0,462273.0,61414.0,1935845.0,18650.0,8069.0,282.95
cbecs,building_survey,3167,3167,3,18,106000,994,8,1,168,11,1,1,1,2,2,2,2,4284,1717,6065874.0,1777806.0,257346.0,3356748.0,32339.0,32826.0,5.52
cbecs,building_survey,3168,3168,2,2,51000,3,8,2,50,75,1,1,1,2,2,2,2,4939,1285,3353433.0,982835.0,86533.0,3955947.0,38111.0,21022.0,8.85
cbecs,building_survey,3169,3169,2,2,9900,1,6,1,43,5,1,1,1,2,2,2,2,7782,911,330807.0,96954.0,9457.0,286554.0,2761.0,2502.0,2990.63
cbecs,building_survey,3170,3170,4,23,220000,1,8,21,105,171,1,1,1,2,2,2,2,665,1426,15824471.0,4637887.0,598073.0,10319872.0,99421.0,55978.0,175.02
cbecs,building_survey,3171,3171,2,12,13500,3,3,1,8,3,1,1,1,2,2,2,2,5363,1445,179593.0,52636.0,5146.0,299172.0,2882.0,2518.0,1101.66
cbecs,building_survey,3172,3172,2,17,150000,9,4,1,168,50,1,1,1,2,2,2,2,5518,1520,15278122.0,4477761.0,391686.0,11171684.0,107627.0,50744.0,100.08
cbecs,building_survey,3173,3173,1,13,385000,4,8,12,140,150,1,1,1,1,2,2,2,5216,1184,23364142.0,6847638.0,618125.0,16739463.0,161267.0,118775.0,31.35
cbecs,building_survey,3174,3174,3,13,14000,1,8,2,168,3,1,1,2,2,2,2,2,3285,2379,2329241.0,682661.0,51018.0,,,,1413.09
cbecs,building_survey,3175,3175,3,5,75000,1,5,20,70,30,1,1,1,2,2,2,2,3921,2108,793341.0,232515.0,33564.0,219675.0,2116.0,712.0,245.01
cbecs,building_survey,3176,3176,3,23,33000,1,9,20,56,56,1,1,1,2,2,2,2,1671,4058,3116576.0,913416.0,79014.0,1683316.0,16217.0,13608.0,10.71
cbecs,building_survey,3177,3177,3,5,35000,2,6,3,60,20,1,1,1,2,2,2,2,3768,1903,399637.0,117127.0,11621.0,256473.0,2471.0,2391.0,470.02
cbecs,building_survey,3178,3178,1,2,3750,2,4,2,40,6,1,1,1,2,2,2,2,5676,1080,81032.0,23749.0,3031.0,94549.0,911.0,1299.0,797.99
cbecs,building_survey,3179,3179,3,2,60000,1,7,1,90,200,1,1,1,1,2,2,2,3546,1669,3310434.0,970233.0,83666.0,1080061.0,10405.0,21015.0,213.58
cbecs,building_survey,3180,3180,1,14,310000,2,8,1,75,225,1,1,1,1,2,2,2,7011,627,8299718.0,2432508.0,111205.0,11115308.0,107084.0,60475.0,8.84
cbecs,building_survey,3181,3181,4,24,455000,3,6,996,84,1030,1,1,1,2,1,2,2,2200,861,36633681.0,10736718.0,2033185.0,6494160.0,62564.0,67005.0,14.96
cbecs,building_survey,3182,3182,4,8,28000,2,3,5,72,100,1,1,1,1,2,2,2,2297,726,3067031.0,898895.0,146102.0,1041267.0,10031.0,12053.0,497.31
cbecs,building_survey,3183,3183,4,15,16000,2,8,1,84,9,1,1,1,1,1,2,2,5335,922,2727919.0,799507.0,58372.0,983327.0,9473.0,6910.0,1445.98
cbecs,building_survey,3184,3184,3,13,450000,1,8,4,96,60,1,1,1,1,2,2,2,3028,2086,46235432.0,13550830.0,1424399.0,7485818.0,72118.0,73657.0,52.07
cbecs,building_survey,3185,3185,3,13,495000,6,5,1,168,100,1,1,2,2,2,1,2,1947,3348,15326958.0,4492074.0,297263.0,,,,8.44
cbecs,building_survey,3186,3186,2,2,40000,1,3,3,66,24,1,1,1,2,2,2,2,6995,1064,1130062.0,331202.0,29195.0,1384303.0,13336.0,7699.0,611.8
cbecs,building_survey,3187,3187,3,26,1300,1,6,1,65,8,1,1,2,2,2,2,2,3456,2243,125087.0,36661.0,5241.0,,,,2934.43
cbecs,building_survey,3188,3188,3,2,500001,994,8,15,56,465,1,1,2,1,2,2,2,5697,1162,13929782.0,4082586.0,441343.0,,,,14.9
cbecs,building_survey,3189,3189,3,5,255000,1,3,2,50,12,1,1,1,2,2,2,2,4910,1787,2395941.0,702210.0,53094.0,5597932.0,53930.0,30410.0,17.77
cbecs,building_survey,3190,3190,2,23,92000,2,8,11,136,102,1,1,1,2,2,2,2,6739,913,10561580.0,3095422.0,268465.0,8629292.0,83134.0,45442.0,204.11
cbecs,building_survey,3191,3191,3,16,70000,1,3,1,168,20,1,1,1,1,2,2,2,4851,1852,2877663.0,843395.0,76992.0,2764382.0,26632.0,21168.0,126.51
cbecs,building_survey,3192,3192,1,5,7500,1,2,1,0,1,1,1,2,2,2,2,2,6012,963,35900.0,10522.0,1053.0,,,,1779.2
cbecs,building_survey,3193,3193,2,15,2400,1,7,1,30,3,1,1,2,2,2,2,2,5642,1673,634306.0,185904.0,28921.0,,,,14.9
cbecs,building_survey,3194,3194,2,23,27000,1,6,18,42,52,1,1,1,2,2,2,2,7004,783,2011785.0,589620.0,50940.0,2330408.0,22451.0,18165.0,841.34
cbecs,building_survey,3195,3195,3,8,5500,1,5,2,40,15,1,1,2,2,2,2,2,2145,2437,333497.0,97742.0,7861.0,,,,2990.63
cbecs,building_survey,3196,3196,1,25,3000,1,4,2,48,4,1,1,1,2,2,2,2,5164,1226,33406.0,9791.0,1235.0,33926.0,327.0,358.0,2990.63
cbecs,building_survey,3197,3197,3,14,170000,2,9,1,60,200,1,1,1,2,2,2,2,2784,2708,6685026.0,1959269.0,124272.0,2097489.0,20207.0,14597.0,67.85
cbecs,building_survey,3198,3198,3,2,188000,8,7,13,65,599,1,1,2,1,2,2,2,4551,1538,11531966.0,3379826.0,261126.0,,,,137.69
cbecs,building_survey,3199,3199,3,14,84000,2,4,1,40,10,1,1,1,2,2,2,2,2202,2247,2911320.0,853259.0,66831.0,1805694.0,17396.0,21945.0,97.52
cbecs,building_survey,3200,3200,2,5,30000,1,7,1,63,35,1,1,2,2,2,2,2,6246,1596,766333.0,224599.0,28298.0,,,,215.07
cbecs,building_survey,3201,3201,3,2,100000,1,7,5,40,150,1,1,2,2,2,2,2,1782,3324,4377598.0,1283001.0,109958.0,,,,213.58
cbecs,building_survey,3202,3202,4,18,22750,4,6,1,168,40,1,1,1,2,2,2,1,1243,843,458822.0,134473.0,16436.0,80841.0,779.0,812.0,426.97
cbecs,building_survey,3203,3203,1,14,225000,3,7,1,100,200,1,1,1,2,2,2,2,7434,840,4188134.0,1227472.0,206033.0,11238949.0,108275.0,41033.0,126.07
cbecs,building_survey,3204,3204,3,8,6400,1,8,1,48,20,1,1,2,2,2,2,2,2775,1771,1122860.0,329091.0,36736.0,,,,1218.03
cbecs,building_survey,3205,3205,1,12,8000,2,4,1,168,0,1,1,2,1,2,2,2,5411,982,113624.0,33301.0,2197.0,,,,2990.63
cbecs,building_survey,3206,3206,3,13,12000,2,6,1,70,4,1,1,1,2,2,2,2,4431,1582,126024.0,36936.0,3464.0,127435.0,1228.0,1082.0,1413.09
cbecs,building_survey,3207,3207,4,25,205000,1,9,6,168,150,1,1,1,2,2,2,2,1973,1544,13054709.0,3826116.0,606370.0,3095862.0,29825.0,16466.0,56.41
cbecs,building_survey,3208,3208,2,5,176000,1,6,50,120,300,1,1,1,2,2,2,2,7791,1094,7208061.0,2112562.0,203523.0,6132015.0,59075.0,27944.0,15.06
cbecs,building_survey,3209,3209,3,1,2000,1,4,1,27,1,1,1,2,2,2,2,2,2590,2085,34416.0,10087.0,1414.0,,,,2990.63
cbecs,building_survey,3210,3210,4,2,250000,4,8,1,60,1000,1,1,1,1,2,2,2,5011,1260,16494317.0,4834208.0,370319.0,1463689.0,14101.0,12396.0,14.9
cbecs,building_survey,3211,3211,1,2,158000,4,5,5,55,450,1,1,2,2,2,2,2,5911,1130,11053506.0,3239597.0,121904.0,,,,14.9
cbecs,building_survey,3212,3212,1,26,38000,1,7,2,64,40,1,1,2,1,2,2,2,8235,393,466979.0,136864.0,12971.0,,,,670.57
cbecs,building_survey,3213,3213,2,23,97000,1,6,14,60,166,1,1,1,2,2,2,2,8312,617,4119634.0,1207396.0,104324.0,4761094.0,45868.0,25882.0,395.28
cbecs,building_survey,3214,3214,2,91,285000,3,6,1,168,220,1,1,1,1,2,2,2,6647,1138,89489224.0,26227791.0,1737875.0,4897635.0,47183.0,18163.0,14.9
cbecs,building_survey,3215,3215,3,25,26000,1,9,1,83,15,1,1,1,2,2,2,2,2643,3510,1205672.0,353362.0,39259.0,366981.0,3535.0,4731.0,591.56
cbecs,building_survey,3216,3216,4,25,3500,1,8,1,68,1,1,1,2,2,2,2,2,757,1362,34638.0,10152.0,1916.0,,,,3075.23
cbecs,building_survey,3217,3217,3,17,40000,1,7,1,168,40,1,1,1,2,2,2,2,4028,2363,2904955.0,851394.0,63930.0,1445505.0,13926.0,12008.0,504.63
cbecs,building_survey,3218,3218,3,12,100000,2,5,1,50,9,1,1,1,2,2,2,2,3925,1653,2619804.0,767821.0,66187.0,614942.0,5924.0,5670.0,117.32
cbecs,building_survey,3219,3219,4,5,265000,1,7,2,17,42,1,1,1,2,1,2,2,1953,1624,1640708.0,480864.0,66075.0,67077.0,646.0,890.0,32.81
cbecs,building_survey,3220,3220,4,8,52000,1,4,2,10,50,1,1,1,1,2,2,2,1743,1536,2539738.0,744355.0,129445.0,2367101.0,22804.0,28808.0,290.39
cbecs,building_survey,3221,3221,4,18,160000,3,6,1,168,50,1,1,1,2,2,2,2,5209,1090,6873173.0,2014412.0,142461.0,5197799.0,50075.0,24921.0,8.84
cbecs,building_survey,3222,3222,2,17,126000,4,8,1,168,35,1,1,1,1,2,2,2,8310,864,4921946.0,1442540.0,148116.0,4602482.0,44340.0,31046.0,8.84
cbecs,building_survey,3223,3223,2,14,190000,1,7,1,84,200,1,1,1,2,2,2,2,7578,650,3049349.0,893713.0,99188.0,7680791.0,73996.0,14859.0,97.52
cbecs,building_survey,3224,3224,3,16,285000,6,4,1,168,250,1,1,1,1,2,2,2,2022,2103,41044620.0,12029490.0,817545.0,45028950.0,433805.0,493787.0,14.87
cbecs,building_survey,3225,3225,4,18,30000,3,7,1,168,0,1,1,1,2,2,2,2,1401,4198,1849326.0,542006.0,39206.0,582942.0,5616.0,4187.0,1195.68
cbecs,building_survey,3226,3226,3,5,350000,2,3,1,40,30,1,1,1,2,2,2,2,3751,1722,904008.0,264950.0,24738.0,7875946.0,75876.0,42518.0,66.03
cbecs,building_survey,3227,3227,1,18,98000,5,8,1,168,14,1,1,1,2,1,2,2,5779,1140,3754190.0,1100290.0,87263.0,2483080.0,23922.0,24505.0,332.94
cbecs,building_survey,3228,3228,1,2,20500,2,7,6,63,12,1,1,1,2,2,2,2,5225,1213,380102.0,111402.0,14998.0,476193.0,4588.0,4849.0,1489.41
cbecs,building_survey,3229,3229,3,13,128000,2,2,1,168,85,1,1,1,2,2,1,2,3803,1741,10053344.0,2946467.0,186779.0,3945624.0,38012.0,31265.0,90.79
cbecs,building_survey,3230,3230,3,12,3200,1,7,1,26,14,1,1,1,2,2,2,2,4748,1769,81527.0,23894.0,1950.0,35933.0,346.0,297.0,1426.39
cbecs,building_survey,3231,3231,4,2,2500,1,7,1,50,2,1,1,1,2,2,2,2,1677,1607,28352.0,8309.0,1674.0,13834.0,133.0,255.0,3075.23
cbecs,building_survey,3232,3232,2,5,30000,1,6,1,60,5,1,1,1,2,2,2,2,7244,907,448624.0,131484.0,11977.0,4194592.0,40410.0,29305.0,621.37
cbecs,building_survey,3233,3233,3,18,122000,5,8,1,168,20,1,1,1,2,2,2,2,3295,2456,5055149.0,1481579.0,109820.0,3152151.0,30368.0,25813.0,12.93
cbecs,building_survey,3234,3234,1,16,345000,7,5,1,168,1200,1,1,1,1,2,2,2,4449,1472,31400806.0,9203050.0,642059.0,6904418.0,66517.0,36321.0,11.7
cbecs,building_survey,3235,3235,4,13,2400,1,3,1,1,10,1,1,1,2,2,2,2,5197,711,8865.0,2598.0,519.0,24236.0,233.0,431.0,3075.23
cbecs,building_survey,3236,3236,4,13,7700,1,4,1,9,1,1,1,1,2,2,2,2,2520,557,199397.0,58440.0,8125.0,449306.0,4329.0,3787.0,3825.74
cbecs,building_survey,3237,3237,3,4,410000,994,6,1,168,600,1,1,1,1,2,1,2,4329,1869,59906367.0,17557552.0,1523548.0,2636454.0,25399.0,14059.0,8.84
cbecs,building_survey,3238,3238,3,4,186000,6,4,1,168,300,1,1,1,2,2,1,2,3167,2017,17182596.0,5035931.0,384925.0,313821.0,3023.0,2629.0,15.29
cbecs,building_survey,3239,3239,1,6,54000,1,9,1,168,18,1,1,1,2,1,2,2,5159,1354,11370523.0,3332510.0,202248.0,6876944.0,66252.0,36241.0,213.58
cbecs,building_survey,3240,3240,4,16,2100000,994,5,5,168,1500,1,1,1,1,2,2,2,6720,439,153706557.0,45048815.0,3031972.0,237468231.0,2287748.0,1066229.0,9.01
cbecs,building_survey,3241,3241,3,12,1100,1,8,1,5,4,1,1,2,2,1,2,2,3196,2161,20333.0,5959.0,807.0,,,,2990.63
cbecs,building_survey,3242,3242,1,2,320000,6,6,2,168,500,1,1,1,2,2,2,2,4215,1480,17298708.0,5069961.0,560959.0,6457380.0,62210.0,56760.0,14.9
cbecs,building_survey,3243,3243,2,8,178000,6,7,1,91,275,1,1,1,1,2,2,2,5693,1204,11626775.0,3407613.0,375879.0,7262978.0,69971.0,33825.0,52.84
cbecs,building_survey,3244,3244,1,4,355000,9,8,6,168,315,1,1,1,1,2,2,1,4480,1536,48304920.0,14157362.0,1313642.0,48947166.0,471553.0,575871.0,6.63
cbecs,building_survey,3245,3245,3,2,6500,1,8,1,40,10,1,1,2,2,1,2,2,1390,3215,283754.0,83164.0,8859.0,,,,1214.38
cbecs,building_survey,3246,3246,2,2,275000,8,8,2,60,500,1,1,2,1,2,2,2,6914,1073,16280006.0,4771397.0,519473.0,,,,8.93
cbecs,building_survey,3247,3247,4,15,8000,3,2,2,72,3,1,1,1,2,2,2,2,8055,241,320422.0,93910.0,9061.0,535940.0,5163.0,3565.0,1029.87
cbecs,building_survey,3248,3248,4,13,4500,1,6,1,20,4,1,1,2,2,2,2,2,422,1200,32996.0,9671.0,1711.0,,,,677.49
cbecs,building_survey,3249,3249,4,16,92000,1,7,1,168,120,1,1,1,1,2,2,2,6141,767,6348656.0,1860685.0,144266.0,18361727.0,176895.0,143713.0,146.85
cbecs,building_survey,3250,3250,2,13,200001,6,2,80,168,85,1,1,1,2,2,2,2,7271,909,16077050.0,4711914.0,402448.0,19940764.0,192108.0,105263.0,8.85
cbecs,building_survey,3251,3251,4,5,350000,1,8,2,40,16,1,1,1,2,2,2,2,5332,1529,10275074.0,3011452.0,218110.0,5804708.0,55922.0,25301.0,69.6
cbecs,building_survey,3252,3252,4,18,250000,994,6,1,168,30,1,1,1,2,2,2,2,5399,1024,3050835.0,894149.0,74842.0,6279585.0,60497.0,27523.0,50.03
cbecs,building_survey,3253,3253,3,2,4000,1,5,3,35,1,1,1,2,2,2,2,2,2529,3725,204620.0,59971.0,5570.0,,,,2990.63
cbecs,building_survey,3254,3254,3,15,7200,2,2,1,70,15,1,1,1,2,1,2,2,2468,2397,534623.0,156689.0,20445.0,1061725.0,10229.0,12983.0,1218.03
cbecs,building_survey,3255,3255,2,25,35000,2,5,1,71,50,1,1,1,2,2,2,2,6002,1305,1626476.0,476693.0,42333.0,2718935.0,26194.0,26175.0,227.11
cbecs,building_survey,3256,3256,4,15,5000,1,2,1,81,10,1,1,1,2,2,2,2,1453,4592,595313.0,174476.0,23371.0,459931.0,4431.0,3356.0,1195.14
cbecs,building_survey,3257,3257,2,5,60000,1,7,1,40,11,1,1,1,2,2,2,2,5001,1166,1133969.0,332347.0,32330.0,2191515.0,21113.0,9869.0,614.49
cbecs,building_survey,3258,3258,1,91,46000,2,4,1,128,23,1,1,1,2,2,2,2,7337,681,4686743.0,1373606.0,129887.0,1713090.0,16504.0,13565.0,1030.4
cbecs,building_survey,3259,3259,3,8,360000,3,9,2,60,800,1,1,1,1,2,2,2,3156,2256,6825623.0,2000476.0,162289.0,33030481.0,318213.0,178259.0,9.24
cbecs,building_survey,3260,3260,1,25,20000,1,3,3,46,8,1,1,2,1,1,2,2,5339,1210,129115.0,37841.0,3949.0,,,,1489.41
cbecs,building_survey,3261,3261,3,1,1550,1,7,0,0,0,2,2,2,2,2,2,2,1454,3043,,,,,,,1218.03
cbecs,building_survey,3262,3262,3,23,106000,1,6,3,75,38,1,1,1,2,2,2,2,3133,2725,7051103.0,2066560.0,174735.0,488190.0,4703.0,4025.0,175.02
cbecs,building_survey,3263,3263,2,2,2500,1,8,1,168,2,1,1,1,2,2,2,2,8702,744,199566.0,58489.0,5498.0,92434.0,891.0,891.0,3075.23
cbecs,building_survey,3264,3264,2,18,196000,7,6,1,168,40,1,1,1,1,2,2,2,7502,960,10008183.0,2933231.0,265652.0,11286479.0,108733.0,34007.0,50.03
cbecs,building_survey,3265,3265,2,2,380000,3,6,1,70,1300,1,1,1,1,1,2,2,8374,565,17524392.0,5136106.0,441532.0,4787984.0,46127.0,17404.0,15.06
cbecs,building_survey,3266,3266,2,26,11000,1,6,1,40,0,1,1,1,2,2,2,2,5135,1134,181834.0,53292.0,5932.0,514545.0,4957.0,5096.0,1531.55
cbecs,building_survey,3267,3267,2,5,10000,2,6,2,10,6,1,1,1,2,2,2,2,8238,846,191874.0,56235.0,6218.0,198387.0,1911.0,1810.0,1489.41
cbecs,building_survey,3268,3268,3,2,1100,1,5,12,32,3,1,1,2,2,2,2,2,4887,1320,55195.0,16177.0,2684.0,,,,2990.63
cbecs,building_survey,3269,3269,4,17,12000,1,4,1,168,24,1,1,1,2,2,2,2,2016,1366,1093507.0,320489.0,50404.0,1405251.0,13538.0,16312.0,1399.59
cbecs,building_survey,3270,3270,4,14,69000,1,3,1,60,45,1,1,1,2,2,2,2,3793,1699,762265.0,223407.0,20216.0,820657.0,7906.0,4056.0,376.78
