record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost,business_name,business_type,industry,state,city,employees,operating_hours,floor_area_sqm,energy_source,solar_capacity_kw,monthly_revenue,created_at,quarter,cost_per_kwh,energy_cost_per_employee,generator_dependency,revenue_energy_ratio,outage_severity,estimated_carbon_intensity,next_month_energy_cost
REC-001670,BIZ-0070,2,2025,740044.32,809998.17,51922.96,44.35,558.54,59.14,11410.34,692.31,147194.63,26.96,27.09,1601965.45,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,1,140.39594350387455,84313.97105263158,0.07356234138897644,6.435926367825224,0.0957453697707551,0.06067391506300425,2390801.12
REC-001671,BIZ-0070,3,2025,1088119.68,1224206.65,78474.79,66.48,595.22,88.64,15074.29,1046.33,186232.73,29.77,43.66,2390801.12,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,1,158.6012422475619,125831.63789473685,0.10046849025238024,4.312417119831364,0.12961717310560641,0.06941156100884352,1983858.3
REC-001672,BIZ-0070,4,2025,888908.05,1028989.39,65960.86,73.4,563.93,97.87,12977.33,879.48,191314.29,30.52,37.05,1983858.3,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,2,152.8710682397689,104413.5947368421,0.11516796635965672,5.197010129201264,0.14788455726805683,0.06777048899889268,1347038.6
REC-001673,BIZ-0070,5,2025,690323.97,617153.51,39561.12,47.13,621.02,62.84,10886.97,527.48,149930.18,29.42,32.35,1347038.6,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,2,123.72943068640771,70896.76842105263,0.07053805283244781,7.653924453241354,0.09189015295528324,0.04845057899489023,1525448.47
REC-001674,BIZ-0070,6,2025,949778.89,540990.69,34678.89,45.28,601.43,60.37,13618.07,462.39,153345.56,30.05,35.04,1525448.47,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,2,112.01649499525263,80286.76157894736,0.07001592676779392,6.758754479592484,0.09122091266243579,0.033954150624868285,1573493.21
REC-001675,BIZ-0070,7,2025,955152.1,581091.65,37249.46,33.98,638.56,45.3,13674.63,496.66,137651.35,28.09,39.58,1573493.21,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,3,115.06660216766377,82815.43210526316,0.05052487584381598,6.55238396611829,0.06624162840347439,0.03631981267500474,1859856.1
REC-001676,BIZ-0070,8,2025,723433.84,1067963.09,68459.17,59.76,604.18,79.68,11235.49,912.79,168377.21,27.11,44.17,1859856.1,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,3,165.53404435409584,97887.16315789474,0.09000813326505408,5.543510425349574,0.11651507618518411,0.08124167259282862,2132675.99
REC-001677,BIZ-0070,9,2025,825348.7,1228572.63,78754.66,74.21,562.86,98.94,12308.28,1050.06,190965.5,26.36,20.41,2132675.99,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,3,173.27165046619024,112246.10473684211,0.11648641436576826,4.834363836018053,0.14950135992747055,0.0853133012898634,1633844.88
REC-001678,BIZ-0070,10,2025,802258.88,781490.46,50095.54,37.64,633.68,50.18,12065.23,667.94,139237.62,25.36,27.93,1633844.88,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,4,135.41763232031215,85991.83578947368,0.05606864088661146,6.310349168520821,0.07337759190477583,0.05536073493833106,2273993.28
REC-001679,BIZ-0070,11,2025,754681.75,1427786.74,91524.79,81.72,552.84,108.96,11564.42,1220.33,199847.46,25.49,21.18,2273993.28,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,4,196.63703670395918,119683.85684210525,0.12878214826021178,4.533932343019061,0.16464188576609248,0.1055245312778332,2183842.23
REC-001680,BIZ-0070,12,2025,1092881.36,1025240.34,65720.53,79.46,577.91,105.95,15124.41,876.27,204521.99,26.17,42.76,2183842.23,Cold Room SME 070,Cold Room,Cold Storage,Abuja,Abuja,19,22.06,291.15,Hybrid,30.17,10310131.68,2024-01-01,4,144.3918956177464,114939.0647368421,0.12087561038684454,4.721097311136803,0.15492937150878835,0.0579374666515917,
REC-001681,BIZ-0071,1,2024,1528896.18,209568.5,51816.39,22.65,249.63,64.71,24912.44,230.3,50386.5,26.09,86.41,1790281.07,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,71.8629355454544,24192.987432432434,0.08318642573821067,5.52910929231911,0.2058598969268944,0.009244377507783261,1530742.25
REC-001682,BIZ-0071,2,2024,1324487.4,165367.32,40887.53,18.4,241.48,52.58,22760.77,181.72,46331.2,28.54,67.24,1530742.25,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,67.25353535930462,20685.70608108108,0.07080190857318762,6.466575088000608,0.17880704618105148,0.007983912670792771,1384600.77
REC-001683,BIZ-0071,3,2024,1276982.83,86283.99,21333.95,17.84,263.37,50.97,22260.72,94.82,45620.47,30.01,77.2,1384600.77,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,62.19928061626039,18710.821216216216,0.06344013370790513,7.149107464384842,0.1621492651269326,0.004259520806155416,1351790.02
REC-001684,BIZ-0071,4,2024,1263687.95,70636.9,17465.17,11.79,270.51,33.69,22120.78,77.62,42182.54,31.09,61.38,1351790.02,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,61.109509700833335,18267.432702702703,0.04176408076514346,7.32263114355586,0.11074950690335303,0.0035089178591351665,2211476.86
REC-001685,BIZ-0071,5,2024,1995910.17,172833.21,42733.48,18.0,262.9,51.44,29828.38,189.93,51764.89,30.95,85.33,2211476.86,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,74.14002570706153,29884.82243243243,0.06407974368102529,4.4760403687877615,0.16364446141121078,0.006367425921219992,1798267.07
REC-001686,BIZ-0071,6,2024,1708195.38,72216.07,17855.62,9.33,277.54,26.66,26799.8,79.36,44571.91,30.37,63.84,1798267.07,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,67.10001828371854,24300.906351351354,0.032523442674382126,5.504554837897354,0.08763971071663378,0.0029612161284785707,2614696.6
REC-001687,BIZ-0071,7,2024,2452974.93,129662.31,32059.36,17.52,264.27,50.07,34639.59,142.49,55350.26,30.09,88.66,2614696.6,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,75.48289688186264,35333.73783783784,0.06217395933141702,3.785777554458899,0.15928612330597441,0.004113501343405047,919922.12
REC-001688,BIZ-0071,8,2024,795041.01,100124.94,24756.17,11.42,281.72,32.62,17187.65,110.03,38030.31,27.38,33.88,919922.12,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,53.52227442378684,12431.38,0.038957494712424094,10.760323602176236,0.1037729846662849,0.006401689585254528,2510498.73
REC-001689,BIZ-0071,9,2024,2363426.61,117916.85,29155.27,18.2,252.19,52.01,33696.97,129.58,54969.92,26.71,62.94,2510498.73,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,74.50220984260602,33925.65851351351,0.06731018158955583,3.9429056791436814,0.1709730440499671,0.0038454496057063886,2432870.77
REC-001690,BIZ-0071,10,2024,2219722.39,170894.3,42254.08,20.48,255.83,58.51,32184.3,187.8,55011.36,26.64,67.76,2432870.77,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,75.5918497528298,32876.63202702703,0.07411964822120083,4.068715783041776,0.1861360310491824,0.005835143222005761,1733399.55
REC-001691,BIZ-0071,11,2024,1577760.27,124785.68,30853.6,17.56,254.03,50.17,25426.8,137.13,47999.64,24.48,75.83,1733399.55,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,68.17214710462976,23424.318243243244,0.06465628336831253,5.710547057659037,0.16492439184746877,0.005393128510075983,870610.92
REC-001692,BIZ-0071,12,2024,655331.08,172603.22,42676.62,19.82,257.71,56.63,15717.02,189.67,41474.85,25.56,34.02,870610.92,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,55.39287473070595,11765.012432432433,0.07141570280690376,11.369785828094138,0.18015524591206972,0.012067809292092266,2907592.33
REC-001693,BIZ-0071,1,2025,2723504.39,147594.74,36493.2,18.16,262.46,51.88,37487.27,162.19,57977.3,26.78,70.03,2907592.33,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,77.56212522277563,39291.788243243245,0.06471384790820327,3.404418012067049,0.16504421963479035,0.004326535381210742,1549037.79
REC-001694,BIZ-0071,2,2025,1371086.02,142674.99,35276.78,21.44,222.67,61.25,23251.28,156.79,48391.92,28.83,63.38,1549037.79,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,66.62161351977181,20932.94310810811,0.08782925730203597,6.390198976359382,0.21572978303747534,0.006743284670779415,1694961.2
REC-001695,BIZ-0071,3,2025,1613247.01,65515.34,16198.85,13.3,276.33,38.01,25800.35,71.99,45957.05,29.14,79.86,1694961.2,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,1,65.69527932760602,22904.88108108108,0.0459206573904637,5.840050910899907,0.12092002290513455,0.002790272224989196,3026538.64
REC-001696,BIZ-0071,4,2025,2924034.43,82183.99,20320.22,16.09,258.22,45.98,39598.11,90.31,58528.85,29.98,81.96,3026538.64,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,76.43139129620076,40899.170810810814,0.05865626480988662,3.270620625547341,0.1511505588428665,0.0022806644054476338,1430815.46
REC-001697,BIZ-0071,5,2025,1366819.31,51309.69,12686.46,7.26,293.59,20.75,23206.37,56.38,40558.79,30.41,63.43,1430815.46,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,61.65615130673173,19335.344054054054,0.024131627056672763,6.918194537819713,0.06601132531653622,0.002429505347023253,2217479.99
REC-001698,BIZ-0071,6,2025,2136189.22,65175.86,16114.91,12.54,268.36,35.84,31305.0,71.62,49942.83,29.61,75.24,2217479.99,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,2,70.83469062450088,29965.945810810816,0.044642221431114265,4.463922896548888,0.11781722550953319,0.0022878134483309376,1684759.75
REC-001699,BIZ-0071,7,2025,1570675.56,91468.38,22615.81,13.25,276.48,37.86,25352.23,100.51,45570.17,29.37,71.34,1684759.75,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,66.45410482628155,22767.02364864865,0.04573223345873744,5.87541321544511,0.12044283260164151,0.003964542764088209,743751.67
REC-001700,BIZ-0071,8,2025,679384.22,51607.38,12760.07,7.77,292.13,22.21,15970.21,56.71,35051.8,27.6,33.36,743751.67,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,46.57118910771994,10050.698243243243,0.02590863621207069,13.309092401768991,0.07065597760386842,0.0035509864929766113,1544922.72
REC-001701,BIZ-0071,9,2025,1471027.75,59246.19,14648.78,9.78,276.25,27.95,24303.3,65.11,42822.83,27.78,66.21,1544922.72,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,3,63.56843391638173,20877.334054054052,0.034192217599552495,6.4072199676110655,0.09188034188034186,0.0026790600453436364,1469718.5
REC-001702,BIZ-0071,10,2025,1412337.13,46006.21,11375.16,7.79,292.1,22.24,23685.51,50.56,41230.42,26.09,76.6,1469718.5,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,62.05137655891725,19861.06081081081,0.025976191270132377,6.7350718521948245,0.07075141566456701,0.0021346384350600855,2693234.64
REC-001703,BIZ-0071,11,2025,2575981.38,94009.22,23244.04,16.06,258.31,45.89,35934.39,103.31,55580.45,24.57,63.69,2693234.64,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,74.94866727945013,36395.06270270271,0.058534096293326524,3.675379617128346,0.15085470085470085,0.002874961840175943,1295179.5
REC-001704,BIZ-0071,12,2025,1143292.61,121777.15,30109.74,18.02,262.86,51.48,20853.46,133.82,44592.29,25.91,30.97,1295179.5,School SME 071,School,Education,Abuja,Abuja,74,10.14,2331.04,Hybrid,73.49,9898659.7,2024-01-01,4,62.10861411008054,17502.425675675677,0.06415551125035603,7.642693310077869,0.1637717121588089,0.00641716050957491,
REC-001705,BIZ-0072,1,2024,14870818.54,1675819.78,50885.22,48.63,397.97,88.42,156534.93,1356.94,598322.95,26.49,62.7,16597523.54,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,106.03079798227782,296384.3489285714,0.10888938647559337,2.201368800709651,0.18178827689714017,0.008668608341920875,14991456.43
REC-001706,BIZ-0072,2,2024,13504686.02,1442955.96,43814.45,49.18,365.6,89.41,142154.59,1168.39,563572.25,27.21,62.13,14991456.43,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,105.45882781554926,267704.57910714287,0.11856887988813346,2.437206195449017,0.1965011757983341,0.008219150714725428,17339592.84
REC-001707,BIZ-0072,3,2024,15422730.11,1860373.65,56489.08,45.95,402.84,83.55,162344.53,1506.38,606954.74,28.06,61.48,17339592.84,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,106.80737342982853,309635.58642857143,0.10238641680964372,2.107158502921341,0.1717757355208783,0.009278908257641943,12400655.11
REC-001708,BIZ-0072,4,2024,11091247.14,1270820.31,38587.66,48.24,383.0,87.7,116749.97,1029.0,497993.1,31.01,79.08,12400655.11,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,106.2154886206823,221440.26982142855,0.11186346350060292,2.9463984092692024,0.18631824941576378,0.008813706761552059,18289526.75
REC-001709,BIZ-0072,5,2024,16679428.37,1562649.51,47448.87,47.64,399.77,86.62,175572.93,1265.3,643745.18,30.1,70.93,18289526.75,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,104.17053898912549,326598.69196428574,0.1064795154332715,1.9977154679521711,0.17808754291823436,0.00720669182885995,17951296.97
REC-001710,BIZ-0072,6,2024,16743987.34,1171730.76,35578.87,28.57,418.75,51.95,176252.5,948.77,603491.66,29.02,89.1,17951296.97,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,101.84988564701209,320558.8744642857,0.06386926584995083,2.035355470474399,0.11036753770979393,0.005383015843746897,13544140.91
REC-001711,BIZ-0072,7,2024,12549567.16,965264.11,29309.64,22.04,446.32,40.07,132100.71,781.59,478737.02,28.07,67.33,13544140.91,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,102.52890321331354,241859.65910714286,0.04705781877188487,2.6976440021399632,0.0823824502970867,0.005916622249797144,10373321.49
REC-001712,BIZ-0072,8,2024,8913304.6,1416990.85,43026.04,48.18,398.79,87.6,93824.26,1147.36,440560.57,27.93,56.58,10373321.49,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,110.56118630725146,185237.88375,0.10779246929324116,3.5222344670626806,0.18010238697341638,0.01222882013671091,16140655.02
REC-001713,BIZ-0072,9,2024,14821149.21,1280620.57,38885.24,51.85,376.43,94.27,156012.1,1036.94,604094.47,26.1,72.61,16140655.02,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,103.45771270305315,288225.9825,0.12106565798076024,2.2636795374615475,0.2002761844062035,0.006646535749470714,13944822.36
REC-001714,BIZ-0072,10,2024,12638468.38,1267856.32,38497.66,35.51,421.84,64.55,133036.51,1026.6,510702.43,26.56,66.75,13944822.36,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,104.81951428220718,249014.685,0.07764294304143435,2.620131655086928,0.1327124324102058,0.0077166786771541125,13943340.34
REC-001715,BIZ-0072,11,2024,12296646.07,1598166.93,48527.34,53.87,372.76,97.94,129438.38,1294.06,542106.33,25.89,63.87,13943340.34,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,107.72183907122447,248988.22035714285,0.12626866371328785,2.620410145564876,0.20807308264287233,0.009997498423574213,16624490.01
REC-001716,BIZ-0072,12,2024,14170107.65,2382052.82,72329.54,55.31,385.83,100.56,149159.03,1928.79,594573.89,25.44,73.12,16624490.01,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,111.4548010267967,296865.8930357143,0.12537969805503923,2.1977979756384722,0.2067476716215383,0.012931097768603081,13998846.75
REC-001717,BIZ-0072,1,2025,12755206.6,1206990.64,36649.51,46.63,401.6,84.79,134265.33,977.32,538254.42,26.71,64.45,13998846.75,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,104.26255795148309,249979.40625,0.10403141244450394,2.6100200354004164,0.17432513003968012,0.007279019833340447,16937495.43
REC-001718,BIZ-0072,2,2025,16090476.43,822057.73,24961.27,35.75,374.32,65.0,169373.44,665.63,602087.96,27.78,62.71,16937495.43,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,100.0008940598951,302455.2755357143,0.08718023752042334,2.1571826035911146,0.14795593189474643,0.003929955015379035,13650522.43
REC-001719,BIZ-0072,3,2025,12896650.88,731655.3,22216.25,29.94,431.95,54.44,135754.22,592.43,505259.8,29.44,79.35,13650522.43,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,1,100.55320880632661,243759.32910714284,0.06482062828812055,2.6766206698214994,0.1119266432286848,0.0043639895687957245,11546458.73
REC-001720,BIZ-0072,4,2025,10281738.19,1227449.8,37270.74,32.55,411.53,59.17,108228.82,993.89,442173.41,31.17,68.22,11546458.73,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,106.68561968983862,206186.7630357143,0.07329760403530895,3.164370249301536,0.12570639473125134,0.009183228644643819,19321678.15
REC-001721,BIZ-0072,5,2025,17797054.39,1479693.79,44929.97,55.73,385.06,101.33,187337.41,1198.13,690948.6,30.61,86.93,19321678.15,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,103.13838624116774,345029.9669642857,0.12643208784228316,1.8909988152348975,0.20833076337918133,0.006395572566098785,14029895.08
REC-001722,BIZ-0072,6,2025,11931528.54,2036528.63,61837.91,44.68,389.46,81.24,125595.04,1649.01,512288.42,31.15,67.21,14029895.08,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,2,111.70739768067274,250533.8407142857,0.10291611001059567,2.6042440290294744,0.17259400892288082,0.013129579002482902,15350713.51
REC-001723,BIZ-0072,7,2025,13187202.51,2099753.31,63757.69,49.02,397.26,89.13,138812.66,1700.21,554877.12,28.71,61.67,15350713.51,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,110.58583208476806,274119.88410714286,0.10984135520301158,2.3801675711163734,0.18324801085548634,0.012248234418964379,15511992.76
REC-001724,BIZ-0072,8,2025,13845459.54,1617421.24,49111.98,52.51,390.91,95.48,145741.68,1309.65,579881.11,27.1,82.84,15511992.76,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,106.43484252411527,276999.8707142857,0.11842045915836001,2.3554208060370447,0.19630337794773742,0.008986104729957829,16362175.73
REC-001725,BIZ-0072,9,2025,15249106.74,1080267.35,32801.64,27.66,420.4,50.3,160516.91,874.71,562154.29,25.81,55.29,16362175.73,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,3,101.93428050664569,292181.7094642857,0.06173280364236933,2.2330325192027503,0.10686212024644147,0.005449332409899991,14060745.08
REC-001726,BIZ-0072,10,2025,13063304.31,968046.64,29394.13,28.26,435.01,51.38,137508.47,783.84,505943.96,25.89,65.14,14060745.08,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,102.25366539239364,251084.73357142857,0.06100114404127183,2.598530183295237,0.10563539546454492,0.005700303406764689,13650016.32
REC-001727,BIZ-0072,11,2025,12316502.3,1294215.96,39298.06,30.37,415.49,55.21,129647.39,1047.95,490925.93,24.46,65.32,13650016.32,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,105.28570085367704,243750.29142857142,0.06811555196698516,2.6767199125224197,0.11729339281920545,0.008083078263280117,10832679.96
REC-001728,BIZ-0072,12,2025,9263225.8,1523203.06,46251.1,35.56,421.73,64.66,97507.64,1233.36,422005.14,24.93,72.09,10832679.96,Factory SME 072,Factory,Manufacturing,Lagos,Lagos,56,15.69,4213.75,Grid,0.0,36537270.49,2024-01-01,4,111.0957045006935,193440.71357142858,0.0777624702049028,3.3728745448877824,0.13293858837558337,0.01264885500254134,
REC-001729,BIZ-0073,1,2024,415470.22,153157.16,47578.41,24.13,301.43,60.34,8398.17,181.25,49491.57,25.67,59.54,616205.79,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,1,73.37381715302263,34233.655,0.07411844206905024,5.915354998530604,0.16679105509025072,0.021582082763268666,626238.6
REC-001730,BIZ-0073,2,2024,481736.47,110252.19,34249.94,22.84,281.34,57.09,9095.71,130.48,49629.85,29.1,73.5,626238.6,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,1,68.84988637500537,34791.03333333333,0.07508711946873563,5.820586594310859,0.16869071890789825,0.014345224287054007,553387.86
REC-001731,BIZ-0073,3,2024,466316.09,66433.99,20637.78,15.23,323.68,38.09,8933.39,78.62,44064.19,29.81,69.26,553387.86,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,1,61.94600929770222,30743.77,0.044938184178690506,6.5868376657196634,0.10528789009591731,0.008800690443381517,523966.72
REC-001732,BIZ-0073,4,2024,392626.96,100209.57,31130.19,16.95,307.72,42.38,8157.72,118.59,44103.21,31.2,63.21,523966.72,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,2,64.22955433626062,29109.26222222222,0.05220685619244155,6.956693738106115,0.12105112824907169,0.014537150086053456,655751.1
REC-001733,BIZ-0073,5,2024,520956.49,102845.55,31949.06,20.75,309.9,51.87,9508.55,121.71,48785.52,31.47,84.47,655751.1,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,2,68.96436365166088,36430.61666666667,0.06275517919249962,5.558627351139785,0.14337838958454266,0.012800058894363494,593892.53
REC-001734,BIZ-0073,6,2024,471486.64,93393.21,29012.68,12.51,318.84,31.26,8987.82,110.52,42235.35,30.01,83.91,593892.53,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,2,66.07748375023087,32994.029444444444,0.03775464010864645,6.137602033822517,0.08928877463581833,0.012296641454768787,360286.75
REC-001735,BIZ-0073,7,2024,249007.29,84903.97,26375.49,15.49,323.05,38.72,6645.93,100.48,40811.84,28.65,68.74,360286.75,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,3,54.211637799374955,20015.930555555555,0.04575530217994919,10.11715251809843,0.10702932802609393,0.015119027735772119,494127.9
REC-001736,BIZ-0073,8,2024,249562.99,186598.06,57966.85,24.08,301.56,60.21,6651.78,220.83,46835.98,29.03,70.22,494127.9,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,3,74.28506354690023,27451.550000000003,0.07394668959587274,7.376786455490572,0.16643171075545238,0.03319863254647629,572508.16
REC-001737,BIZ-0073,9,2024,394567.09,135765.42,42175.65,19.07,302.43,47.67,8178.14,160.67,45615.28,25.78,72.38,572508.16,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,3,70.00469055310866,31806.00888888889,0.05931570762052877,6.3668542296410235,0.1361610968294773,0.019646276537207723,537615.97
REC-001738,BIZ-0073,10,2024,316659.28,168585.47,52371.22,27.31,293.5,68.27,7358.06,199.51,50151.31,25.49,66.69,537615.97,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,4,73.06490705430507,29867.553888888888,0.0851282690689193,6.78007388805805,0.18871105951295022,0.0271144839808319,448763.33
REC-001739,BIZ-0073,11,2024,375550.1,55860.21,17353.02,11.59,321.12,28.98,7977.96,66.11,40081.14,26.49,55.87,448763.33,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,4,56.250386063605234,24931.29611111111,0.03483514171500707,8.122490756987652,0.08277634961439588,0.008286579526595771,531163.57
REC-001740,BIZ-0073,12,2024,381126.14,114475.51,35561.92,16.72,319.98,41.79,8036.65,135.47,43756.18,26.81,80.96,531163.57,Bakery SME 073,Bakery,Food Production,Kano,Kano,18,11.67,235.0,Hybrid,33.54,3645076.0,2024-01-01,4,66.092659254789,29509.08722222222,0.04965844965844965,6.86243599123336,0.11551538270171656,0.01685652604007889,387857.41
